daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR      MONTH        DAY     GPP(1)     GPP(0)  GPP (tot)     NPP(1)     NPP(0)   NPP(tot)      ET(1)      ET(0)     LAI(1)     LAI(0)
-2002          4         28          0          0          0          0          0          0          0          0          0          0
-2002          4         29          0          0          0          0          0          0          0          0          0          0
-2002          4         30          0          0          0          0          0          0          0          0          0          0
-2002          5          1          0          0          0          0          0          0          0          0          0          0
-2002          5          2          0          0          0          0          0          0          0          0          0          0
-2002          5          3          0          0          0          0          0          0          0          0          0          0
-2002          5          4          0          0          0          0          0          0          0          0          0          0
-2002          5          5          0          0          0          0          0          0          0          0          0          0
-2002          5          6          0          0          0          0          0          0          0          0          0          0
-2002          5          7          0          0          0          0          0          0          0          0          0          0
-2002          5          8          0          0          0          0          0          0          0          0          0          0
-2002          5          9          0          0          0          0          0          0          0          0          0          0
-2002          5         10          0          0          0          0          0          0          0          0          0          0
-2002          5         11          0          0          0          0          0          0          0          0          0          0
-2002          5         12          0          0          0          0          0          0          0          0          0          0
-2002          5         13          0          0          0          0          0          0          0          0          0          0
-2002          5         14          0          0          0          0          0          0          0          0          0          0
-2002          5         15          0          0          0          0          0          0          0          0          0          0
-2002          5         16          0          0          0          0          0          0          0          0          0          0
-2002          5         17          0          0          0          0          0          0          0          0          0          0
-2002          5         18          0          0          0          0          0          0          0          0          0          0
-2002          5         19          0          0          0          0          0          0          0          0          0          0
-2002          5         20          0          0          0          0          0          0          0          0          0          0
-2002          5         21          0          0          0          0          0          0          0          0          0          0
-2002          5         22          0          0          0          0          0          0          0          0          0          0
-2002          5         23          0          0          0          0          0          0          0          0          0          0
-2002          5         24          0          0          0          0          0          0          0          0          0          0
-2002          5         25          0          0          0          0          0          0          0          0          0          0
-2002          5         26          0          0          0          0          0          0          0          0          0          0
-2002          5         27          0          0          0          0          0          0          0          0          0          0
-2002          5         28          0          0          0          0          0          0          0          0          0          0
-2002          5         29          0          0          0          0          0          0          0          0          0          0
-2002          5         30          0          0          0          0          0          0          0          0          0          0
-2002          5         31          0          0          0          0          0          0          0          0          0          0
-2002          6          1          0          0          0          0          0          0          0          0          0          0
-2002          6          2          0          0          0          0          0          0          0          0          0          0
-2002          6          3          0          0          0          0          0          0          0          0          0          0
-2002          6          4    5.17172     2.1213    7.32688  0.0280249 0.00583268          0    2.79781    1.54797    1.42796   0.655243
-2002          6          5    3.05692    1.18065    4.25738  0.0165651 0.00324628          0    1.36013   0.741458    1.63045    0.73345
-2002          6          6     3.0695    1.14815    4.23745  0.0166333 0.00315693          0     1.4806   0.781415    1.83377   0.809503
-2002          6          7    2.73154   0.993001    3.74207  0.0148019 0.00273033          0    1.28914   0.669949    2.01471    0.87528
-2002          6          8    5.85892    2.08236    7.97875  0.0317487  0.0057256          0    2.72898     1.3521    2.03225    1.01322
-2002          6          9    6.00135    2.36818    8.40857  0.0325206 0.00651148          0    2.66065    1.38939     2.0502    1.17008
-2002          6         10    3.61239    1.57224    5.20853  0.0195751 0.00432299          0    1.77815   0.976717    2.06098    1.27423
-2002          6         11    4.14171    1.90571     6.0751  0.0224434 0.00523988          0    2.00345    1.11831    2.07333    1.40046
-2002          6         12    4.18529    2.04323    6.25681  0.0226796   0.005618          0    1.78791    1.02028     2.0858    1.53581
-2002          6         13    1.44151   0.743707    2.19508 0.00781138 0.00204487          0   0.648555   0.377915    2.09009    1.58507
-2002          6         14    4.69646    2.46781    7.19651  0.0254496 0.00678542          0    1.80783    1.05639    2.10407     1.5922
-2002          6         15    5.95976    3.12233    9.12297  0.0322952 0.00858506          0    2.51164    1.46172    2.12178    1.60122
-2002          6         16    6.46459    3.37419    9.88309  0.0350308 0.00927758          0     2.5914    1.50146    2.14096    1.61096
-2002          6         17    7.45288    3.87452    11.3784  0.0403862  0.0106533          0    3.63507    2.06324    2.16304    1.62213
-2002          6         18     8.3264    4.30902    12.6924  0.0451197   0.011848          0    3.14417    1.80778    2.18767    1.63454
-2002          6         19     7.3772     3.7988    11.2264  0.0399762  0.0104451          0    3.10546    1.77834    2.20944    1.64547
-2002          6         20    2.48117     1.2721    3.77021  0.0134452 0.00349773          0   0.990103   0.570247    2.21675    1.64913
-2002          6         21    6.68904    3.42451    10.1592  0.0362471 0.00941593          0    2.89098    1.64928    2.23645    1.65896
-2002          6         22    5.28464    2.69507    8.01575  0.0286368 0.00741028          0    2.16851    1.23189    2.25199     1.6667
-2002          6         23     7.4095    3.76731    11.2273  0.0401512  0.0103585          0    3.23969    1.83737    2.27376     1.6775
-2002          6         24    9.04409    4.57922    13.6849  0.0490088  0.0125909          0     4.2159    2.37261    2.30028    1.69062
-2002          6         25    8.50753      4.286    12.8514  0.0461012  0.0117846          0    3.80969    2.13155    2.32517    1.70288
-2002          6         26    8.66184    4.34355    13.0643  0.0469375  0.0119429          0      3.716    2.07469    2.35048    1.71529
-2002          6         27    6.99436    3.49115     10.533  0.0379016 0.00959916          0    3.24332    1.81295    2.37087    1.72526
-2002          6         28    4.33928    2.15793    6.52665   0.023514 0.00593337          0    2.04665    1.14487    2.38351    1.73141
-2002          6         29    6.58914    3.26937    9.90321  0.0357057 0.00898938          0    2.98838    1.66362    2.40268    1.74073
-2002          6         30    4.54198    2.24598    6.81875  0.0246124 0.00617548          0    1.96271    1.08855    2.41587    1.74713
-2002          7          1    1.64378   0.810959    2.46588 0.00890745 0.00222979          0   0.713509    0.39787    2.42064    1.74944
-2002          7          2    4.23073    2.08096    6.34042  0.0229969 0.00573204          0    1.86573    1.03388    2.42543    1.75222
-2002          7          3    2.15465    1.05908    3.22836   0.011712 0.00291726          0   0.861181   0.478861    2.43168    1.75523
-2002          7          4    7.64773    3.75503    11.4547  0.0415707  0.0103433          0    3.17285    1.75436    2.45386    1.76591
-2002          7          5    4.51078    2.20631    6.74768  0.0245192  0.0060773          0    1.87453     1.0312    2.46692    1.77218
-2002          7          6    3.52225    1.71895    5.26508  0.0191459 0.00473488          0    1.35722   0.748628     2.4771    1.77706
-2002          7          7    4.96624    2.41946    7.41936  0.0269949 0.00666444          0    1.95074    1.07044    2.49146    1.78393
-2002          7          8    8.29807    4.03289    12.3872  0.0451057  0.0111087          0    3.30887    1.79909    2.51543    1.79537
-2002          7          9    6.03263    2.92021    8.99367  0.0327915 0.00804375          0    2.27396    1.23459    2.53282    1.80365
-2002          7         10    3.62045    1.74754    5.39248  0.0196796 0.00481361          0      1.481   0.807693    2.54325     1.8086
-2002          7         11    7.05004    3.39717    10.4949  0.0383218 0.00935754          0    2.88141     1.5677    2.56354    1.81822
-2002          7         12    5.12168    2.45988    7.61618  0.0278399 0.00677578          0    2.03742     1.1012    2.57826    1.82518
-2002          7         13     4.3271    2.07338    6.42971  0.0235208 0.00571114          0    1.59815    0.86803    2.59069    1.83104
-2002          7         14    3.68263     1.7611     5.4686  0.0200176 0.00485097          0    1.35897   0.736843    2.60126    1.83602
-2002          7         15    5.61005    2.67837    8.32629  0.0304945  0.0073776          0    1.95629    1.05647    2.61735    1.84358
-2002          7         16    7.99135     3.8057     11.851  0.0434385  0.0104829          0    3.13794    1.67457    2.64025    1.85433
-2002          7         17    8.53263    4.04918    12.6393  0.0463808  0.0111535          0    3.20245    1.71249    2.66466    1.86575
-2002          7         18    8.71832      4.122    12.8991  0.0473901  0.0113541          0    3.56733    1.90219    2.68957    1.87737
-2002          7         19    6.27064    2.95374     9.2666  0.0340853 0.00813612          0    2.64344    1.40294    2.70746    1.88569
-2002          7         20    8.77737    4.12363    12.9601  0.0477111  0.0113586          0    3.40535     1.8016    2.73248    1.89729
-2002          7         21    5.98029    2.79937    8.81988   0.032507 0.00771089          0    2.34467    1.24528    2.74949    1.90516
-2002          7         22    6.60017      3.082    9.72653  0.0358765  0.0084894          0    2.66219    1.40371    2.76826    1.91382
-2002          7         23    3.40764    1.58699    5.01753  0.0185229  0.0043714          0    1.27196   0.671355    2.77794    1.91828
-2002          7         24    6.88311    3.20122    10.1306  0.0374145 0.00881781          0    2.67007    1.40579    2.79748    1.92727
-2002          7         25    7.43002     3.4462    10.9261  0.0403873 0.00949259          0    2.99067    1.56438    2.81855    1.93694
-2002          7         26    6.85761    3.17151    10.0751  0.0372759 0.00873596          0    2.39518    1.25424    2.83797    1.94583
-2002          7         27    10.3065      4.754    15.1296  0.0560229   0.013095          0    3.72972     1.9367    2.86713    1.95915
-2002          7         28    8.43293     3.8747    12.3641  0.0458388  0.0106729          0    3.59915    1.83764    2.89096       1.97
-2002          7         29    7.65564    3.50657    11.2135  0.0416137  0.0096589          0    3.55054    1.79553    2.91256     1.9798
-2002          7         30    7.17249    3.27611    10.4966  0.0389874 0.00902409          0     2.9934    1.52252    2.93277    1.98896
-2002          7         31    4.24466     1.9338    6.20687  0.0230727 0.00532668          0    1.36625   0.708439    2.94472    1.99436
-2002          8          1    5.87686    2.67337    8.58953  0.0319448 0.00736382          0    2.07249    1.07252    2.96126    2.00183
-2002          8          2    8.22149     3.7195    11.9961  0.0448742  0.0102729          0      3.224       1.64    2.97219    2.00685
-2002          8          3    4.37798      1.978    6.38534  0.0238957 0.00546305          0     1.5643    0.80539     2.9845    2.01237
-2002          8          4    6.10827    2.75553    8.90475  0.0333399 0.00761053          0    2.15636    1.10778    3.00165    2.02005
-2002          8          5    4.56718    2.05598    6.65376  0.0249283 0.00567842          0    1.58489   0.813849    3.01447    2.02578
-2002          8          6    2.78307    1.25088     4.0526  0.0151904 0.00345481          0   0.935229   0.480251    3.02227    2.02927
-2002          8          7    5.34521    2.40019     7.7812  0.0291749  0.0066291          0    1.74354   0.892907    3.03726    2.03595
-2002          8          8    7.52211    3.37161    10.9441  0.0410568 0.00931208          0    2.63569    1.34104    3.05833    2.04534
-2002          8          9    6.61569    2.95792     9.6179  0.0361095 0.00816951          0    2.28451     1.1614    3.07684    2.05357
-2002          8         10    5.35562    2.38934    7.78079  0.0292318 0.00659914          0    1.86074   0.944851    3.09182    2.06022
-2002          8         11    8.17792    3.64214    11.8748  0.0446363  0.0100593          0    2.89032    1.46059    3.11467    2.07034
-2002          8         12    7.21616    3.20542    10.4698  0.0393869 0.00885306          0    2.48053    1.25455    3.13481    2.07925
-2002          8         13    9.62082    4.26386     13.949  0.0525119  0.0117764          0    3.40571    1.70904    3.16165    2.09109
-2002          8         14    7.85699    3.47179    11.3813  0.0428847 0.00958875          0    2.81338    1.40213    3.18353    2.10073
-2002          8         15    8.57624    3.78054     12.414  0.0468104  0.0104415          0     3.2673    1.61519     3.2074    2.11121
-2002          8         16    7.53613    3.31353    10.8999  0.0411333 0.00915165          0    3.12673    1.53076    3.22835    2.12039
-2002          8         17    7.66469    3.36257    11.0784   0.041835 0.00928711          0    3.30297    1.60827    3.24964    2.12971
-2002          8         18    7.13213    3.12198    10.3017  0.0389283 0.00862262          0    3.01637    1.46746    3.26943    2.13835
-2002          8         19    5.96073     2.6039    8.60436  0.0325346 0.00719173          0    1.93473   0.957962    3.28596    2.14556
-2002          8         20    2.08112    0.90759    3.00257   0.011359 0.00250668          0   0.638943    0.31848    3.29173    2.14807
-2002          8         21    2.40759    1.04936    3.47299   0.013141 0.00289822          0   0.802741   0.399865     3.2984    2.15097
-2002          8         22    3.60336    1.56948    5.19684  0.0196677 0.00433476          0    1.30523   0.647233    3.30837    2.15531
-2002          8         23    4.65091    2.02373    6.70561  0.0253853 0.00558935          0    1.64119   0.813606    3.32125    2.16091
-2002          8         24    1.93388   0.840406    2.78716  0.0105554 0.00232112          0   0.686654   0.341244     3.3266    2.16323
-2002          8         25     7.4433    3.23293    10.7258  0.0406267 0.00892904          0    2.58094    1.27538    3.34719    2.17216
-2002          8         26    5.95287    2.58037    8.57286  0.0324917 0.00712675          0    2.01573    0.99421    3.36365    2.17929
-2002          8         27    4.40238    1.90525    6.33692  0.0240288 0.00526213          0    1.34349   0.663482    3.37581    2.18455
-2002          8         28    4.65459    2.01206    6.69761  0.0254054 0.00555714          0    1.45676   0.717492    3.38866     2.1901
-2002          8         29    6.65558    2.87354    9.57338  0.0363271 0.00793646          0    2.27968    1.11583    3.40703    2.19803
-2002          8         30      4.873    2.10029    7.00569  0.0265975 0.00580082          0    1.62467   0.797091    3.42046    2.20382
-2002          8         31    4.02465    1.73249    5.78389  0.0219671 0.00478498          0    1.40415   0.688821    3.43156     2.2086
-2002          9          1    5.59609    2.40649    8.03978  0.0305443 0.00664651          0    2.24092    1.09002    3.44698    2.21524
-2002          9          2    7.87625    3.37013    11.2989  0.0431569 0.00932985          0    2.99166    1.44604    3.45531    2.21933
-2002          9          3    7.66059    3.27576    10.9874  0.0419752 0.00906859          0    2.98699    1.44184     3.4764    2.22835
-2002          9          4    6.97582    2.97726    9.99954  0.0382231 0.00824221          0    2.67551    1.28813    3.49559    2.23655
-2002          9          5    6.36675    2.71266    9.12181  0.0348858 0.00750971          0    2.24167    1.08365    3.51309    2.24401
-2002          9          6    4.84184    2.05977    6.93384  0.0265302 0.00570225          0    1.69354   0.819418    3.52639    2.24968
-2002          9          7     4.5868    1.94902    6.56635  0.0251328 0.00539564          0    1.57219   0.759812    3.53898    2.25504
-2002          9          8    5.65289    2.39941    8.08992  0.0309743 0.00664249          0     1.8288   0.884016    3.55449    2.26164
-2002          9          9    3.44936    1.46216    4.93447  0.0189003 0.00404784          0    1.18447   0.570269    3.56395    2.26565
-2002          9         10    3.04685    1.29051    4.35763  0.0166948 0.00357263          0    1.11057   0.535752    3.57231     2.2692
-2002          9         11    1.54694   0.654753    2.21199 0.00847628 0.00181261          0   0.563779   0.272823    3.57655      2.271
-2002          9         12    6.47445    2.73937    9.25688  0.0354759 0.00758366          0    2.23616    1.07488    3.59429    2.27852
-2002          9         13    7.77993    3.28688    11.1185  0.0426291 0.00909937          0    2.81608    1.34706     3.6156    2.28755
-2002          9         14    3.60111    1.51875    5.14379  0.0197318 0.00420449          0    1.26123    0.60581    3.62546    2.29172
-2002          9         15    6.83649    2.88095    9.76288  0.0374597  0.0079756          0    2.64395    1.25884    3.64416    2.29963
-2002          9         16    4.11137    1.72996    5.86865  0.0225277 0.00478922          0     1.5337   0.734082    3.65541    2.30437
-2002          9         17     2.9781    1.25199    4.24987  0.0163181   0.003466          0    1.10892   0.530026    3.66355     2.3078
-2002          9         18    2.76657    1.16232    3.94727  0.0151591 0.00321776          0    1.02317   0.489099     3.6711    2.31099
-2002          9         19    3.10904    1.30543    4.43512  0.0170356 0.00361394          0    1.20312   0.573832     3.6796    2.31457
-2002          9         20    3.17309    1.33144     4.5256  0.0173865 0.00368594          0    1.20887   0.575945    3.68826    2.31822
-2002          9         21    1.96314   0.823188    2.79937  0.0107568 0.00227891          0   0.780736   0.372364    3.69362    2.32048
-2002          9         22    3.11683    1.30641    4.44394  0.0170783 0.00361667          0    1.22445    0.58591    3.70213    2.32406
-2002          9         23    5.26207    2.20415    7.50115  0.0288328 0.00610195          0    2.30793    1.09598    3.71649    2.33009
-2002          9         24    5.47985    2.29287     7.8091  0.0300261 0.00634756          0     2.6095    1.23745    3.73144    2.33637
-2002          9         25    3.04858    1.27415    4.34296  0.0167043 0.00352734          0     1.2004   0.571578    3.73975    2.33986
-2002          9         26    2.61307    1.09145    3.72186   0.014318 0.00302156          0    1.02189   0.486887    3.74687    2.34285
-2002          9         27     3.3271    1.38896    4.73813  0.0182304 0.00384518          0    1.22623   0.583839    3.74687    2.34665
-2002          9         28    4.64118    1.93911    6.61108  0.0254307  0.0053682          0    1.77489   0.844846    3.74687    2.35196
-2002          9         29     5.7279    2.39583    8.16175  0.0313853  0.0066326          0    2.22803    1.05516    3.74687    2.35852
-2002          9         30      5.621    2.35436    8.01268  0.0307996  0.0065178          0    2.28847    1.08134    3.74687    2.36496
-2002         10          1     4.5039    1.88901    6.42281  0.0246785 0.00522951          0    1.70619   0.809088    3.74687    2.37013
-2002         10          2    3.89708    1.63141    5.55444   0.021418 0.00452426          0    1.40581    0.66502    3.65745    2.21113
-2002         10          3    1.48678   0.609978    2.10662 0.00817118  0.0016916          0   0.512942   0.243972     3.5793    2.05625
-2002         10          4    4.51561    1.80695    6.35239  0.0248174 0.00501105          0    1.74663   0.824888    3.50115    1.90137
-2002         10          5     1.0227    0.39734    1.42676 0.00562065 0.00110191          0   0.409614    0.19343      3.423     1.7465
-2002         10          6    3.70158     1.3887    5.11448  0.0203435 0.00385116          0    1.66131   0.773185    3.34485    1.59162
-2002         10          7    1.45249   0.522679     1.9846 0.00798274  0.0014495          0   0.741897   0.345234     3.2667    1.43674
-2002         10          8    3.11359    1.06585    4.19951   0.017112 0.00295582          0    1.85139   0.844347    3.18855    1.28186
-2002         10          9    3.51679    1.13337    4.67263  0.0193279 0.00314307          0    1.91382   0.852728     3.1104    1.12699
-2002         10         10    3.04828   0.912547    3.98011  0.0167531 0.00253069          0    1.61206   0.702639    3.03225   0.972108
-2002         10         11    2.12415   0.580325    2.71775  0.0116741 0.00160937          0    1.43679   0.608357     2.9541    0.81723
-2002         10         12   0.796162   0.193739   0.994814 0.00437563 0.00053728          0   0.513464   0.209495    2.87595   0.662353
-2002         10         13    1.92136   0.402063    2.33509  0.0105596 0.00111501          0   0.978523   0.372993    2.79779   0.507475
-2002         10         14    0.39103  0.0666186   0.459982 0.00214906 0.000184748          0   0.195186  0.0675232    2.71964   0.352598
-2002         10         15   0.929485   0.117095    1.05201 0.00510836 0.000324728          0   0.416902   0.121732    2.64149    0.19772
-2002         10         16    1.20262  0.0905586    1.30003 0.00660946 0.000251138          0   0.561668   0.114102    2.56334  0.0428426
-2002         10         17    1.93407   0.033694    1.97848  0.0106294 9.34407e-05          0    1.07566  0.0632456    2.48519  -0.112035
-2002         10         18    1.30654 -0.0636617    1.24988  0.0071806 -0.000176548          0   0.859017  -0.206306    2.40704  -0.266912
-2002         10         19     2.0459  -0.254464    1.80197  0.0112441 -0.000705683          0    1.42654   -1.52988    2.32889   -0.42179
-2002         10         20    1.42359   -0.30035    1.13023 0.00782391 -0.000832934          0   0.991927   -8.90976    2.25074  -0.576667
-2002         10         21   0.722433  -0.224119   0.501663 0.00397042 -0.000621531          0   0.349374     0.8524    2.17259  -0.731545
-2002         10         22    1.21329  -0.514569   0.703959 0.00666811 -0.00142701          0   0.536288    0.93542    2.09444  -0.886423
-2002         10         23    1.15393  -0.640406    0.51809 0.00634189 -0.00177598          0    0.63313   0.954658    2.01629    -1.0413
-2002         10         24    1.88726   -1.33167   0.562268  0.0103722  -0.003693          0    1.26944    1.72443    1.93814   -1.19618
-2002         10         25          0          0          0          0          0          0          0          0          0          0
-2002         10         26          0          0          0          0          0          0          0          0          0          0
-2002         10         27          0          0          0          0          0          0          0          0          0          0
-2002         10         28          0          0          0          0          0          0          0          0          0          0
-2002         10         29          0          0          0          0          0          0          0          0          0          0
-2002         10         30          0          0          0          0          0          0          0          0          0          0
-2002         10         31          0          0          0          0          0          0          0          0          0          0
-2002         11          1          0          0          0          0          0          0          0          0          0          0
-2002         11          2          0          0          0          0          0          0          0          0          0          0
-2002         11          3          0          0          0          0          0          0          0          0          0          0
-2002         11          4          0          0          0          0          0          0          0          0          0          0
-2002         11          5          0          0          0          0          0          0          0          0          0          0
-2002         11          6          0          0          0          0          0          0          0          0          0          0
-2002         11          7          0          0          0          0          0          0          0          0          0          0
-2002         11          8          0          0          0          0          0          0          0          0          0          0
-2002         11          9          0          0          0          0          0          0          0          0          0          0
-2002         11         10          0          0          0          0          0          0          0          0          0          0
-2002         11         11          0          0          0          0          0          0          0          0          0          0
-2002         11         12          0          0          0          0          0          0          0          0          0          0
-2002         11         13          0          0          0          0          0          0          0          0          0          0
-2002         11         14          0          0          0          0          0          0          0          0          0          0
-2002         11         15          0          0          0          0          0          0          0          0          0          0
-2002         11         16          0          0          0          0          0          0          0          0          0          0
-2002         11         17          0          0          0          0          0          0          0          0          0          0
-2002         11         18          0          0          0          0          0          0          0          0          0          0
-2002         11         19          0          0          0          0          0          0          0          0          0          0
-2002         11         20          0          0          0          0          0          0          0          0          0          0
-2002         11         21          0          0          0          0          0          0          0          0          0          0
-2002         11         22          0          0          0          0          0          0          0          0          0          0
-2002         11         23          0          0          0          0          0          0          0          0          0          0
-2002         11         24          0          0          0          0          0          0          0          0          0          0
-2002         11         25          0          0          0          0          0          0          0          0          0          0
-2002         11         26          0          0          0          0          0          0          0          0          0          0
-2002         11         27          0          0          0          0          0          0          0          0          0          0
-2002         11         28          0          0          0          0          0          0          0          0          0          0
-2002         11         29          0          0          0          0          0          0          0          0          0          0
-2002         11         30          0          0          0          0          0          0          0          0          0          0
-2002         12          1          0          0          0          0          0          0          0          0          0          0
-2002         12          2          0          0          0          0          0          0          0          0          0          0
-2002         12          3          0          0          0          0          0          0          0          0          0          0
-2002         12          4          0          0          0          0          0          0          0          0          0          0
-2002         12          5          0          0          0          0          0          0          0          0          0          0
-2002         12          6          0          0          0          0          0          0          0          0          0          0
-2002         12          7          0          0          0          0          0          0          0          0          0          0
-2002         12          8          0          0          0          0          0          0          0          0          0          0
-2002         12          9          0          0          0          0          0          0          0          0          0          0
-2002         12         10          0          0          0          0          0          0          0          0          0          0
-2002         12         11          0          0          0          0          0          0          0          0          0          0
-2002         12         12          0          0          0          0          0          0          0          0          0          0
-2002         12         13          0          0          0          0          0          0          0          0          0          0
-2002         12         14          0          0          0          0          0          0          0          0          0          0
-2002         12         15          0          0          0          0          0          0          0          0          0          0
-2002         12         16          0          0          0          0          0          0          0          0          0          0
-2002         12         17          0          0          0          0          0          0          0          0          0          0
-2002         12         18          0          0          0          0          0          0          0          0          0          0
-2002         12         19          0          0          0          0          0          0          0          0          0          0
-2002         12         20          0          0          0          0          0          0          0          0          0          0
-2002         12         21          0          0          0          0          0          0          0          0          0          0
-2002         12         22          0          0          0          0          0          0          0          0          0          0
-2002         12         23          0          0          0          0          0          0          0          0          0          0
-2002         12         24          0          0          0          0          0          0          0          0          0          0
-2002         12         25          0          0          0          0          0          0          0          0          0          0
-2002         12         26          0          0          0          0          0          0          0          0          0          0
-2002         12         27          0          0          0          0          0          0          0          0          0          0
-2002         12         28          0          0          0          0          0          0          0          0          0          0
-2002         12         29          0          0          0          0          0          0          0          0          0          0
-2002         12         30          0          0          0          0          0          0          0          0          0          0
-2002         12         31          0          0          0          0          0          0          0          0          0          0

-YEAR      MONTH        DAY     GPP(1)     GPP(0)  GPP (tot)     NPP(1)     NPP(0)   NPP(tot)      ET(1)      ET(0)     LAI(1)     LAI(0)

-2003          1          1          0          0          0          0          0          0          0          0          0          0
-2003          1          2          0          0          0          0          0          0          0          0          0          0
-2003          1          3          0          0          0          0          0          0          0          0          0          0
-2003          1          4          0          0          0          0          0          0          0          0          0          0
-2003          1          5          0          0          0          0          0          0          0          0          0          0
-2003          1          6          0          0          0          0          0          0          0          0          0          0
-2003          1          7          0          0          0          0          0          0          0          0          0          0
-2003          1          8          0          0          0          0          0          0          0          0          0          0
-2003          1          9          0          0          0          0          0          0          0          0          0          0
-2003          1         10          0          0          0          0          0          0          0          0          0          0
-2003          1         11          0          0          0          0          0          0          0          0          0          0
-2003          1         12          0          0          0          0          0          0          0          0          0          0
-2003          1         13          0          0          0          0          0          0          0          0          0          0
-2003          1         14          0          0          0          0          0          0          0          0          0          0
-2003          1         15          0          0          0          0          0          0          0          0          0          0
-2003          1         16          0          0          0          0          0          0          0          0          0          0
-2003          1         17          0          0          0          0          0          0          0          0          0          0
-2003          1         18          0          0          0          0          0          0          0          0          0          0
-2003          1         19          0          0          0          0          0          0          0          0          0          0
-2003          1         20          0          0          0          0          0          0          0          0          0          0
-2003          1         21          0          0          0          0          0          0          0          0          0          0
-2003          1         22          0          0          0          0          0          0          0          0          0          0
-2003          1         23          0          0          0          0          0          0          0          0          0          0
-2003          1         24          0          0          0          0          0          0          0          0          0          0
-2003          1         25          0          0          0          0          0          0          0          0          0          0
-2003          1         26          0          0          0          0          0          0          0          0          0          0
-2003          1         27          0          0          0          0          0          0          0          0          0          0
-2003          1         28          0          0          0          0          0          0          0          0          0          0
-2003          1         29          0          0          0          0          0          0          0          0          0          0
-2003          1         30          0          0          0          0          0          0          0          0          0          0
-2003          1         31          0          0          0          0          0          0          0          0          0          0
-2003          2          1          0          0          0          0          0          0          0          0          0          0
-2003          2          2          0          0          0          0          0          0          0          0          0          0
-2003          2          3          0          0          0          0          0          0          0          0          0          0
-2003          2          4          0          0          0          0          0          0          0          0          0          0
-2003          2          5          0          0          0          0          0          0          0          0          0          0
-2003          2          6          0          0          0          0          0          0          0          0          0          0
-2003          2          7          0          0          0          0          0          0          0          0          0          0
-2003          2          8          0          0          0          0          0          0          0          0          0          0
-2003          2          9          0          0          0          0          0          0          0          0          0          0
-2003          2         10          0          0          0          0          0          0          0          0          0          0
-2003          2         11          0          0          0          0          0          0          0          0          0          0
-2003          2         12          0          0          0          0          0          0          0          0          0          0
-2003          2         13          0          0          0          0          0          0          0          0          0          0
-2003          2         14          0          0          0          0          0          0          0          0          0          0
-2003          2         15          0          0          0          0          0          0          0          0          0          0
-2003          2         16          0          0          0          0          0          0          0          0          0          0
-2003          2         17          0          0          0          0          0          0          0          0          0          0
-2003          2         18          0          0          0          0          0          0          0          0          0          0
-2003          2         19          0          0          0          0          0          0          0          0          0          0
-2003          2         20          0          0          0          0          0          0          0          0          0          0
-2003          2         21          0          0          0          0          0          0          0          0          0          0
-2003          2         22          0          0          0          0          0          0          0          0          0          0
-2003          2         23          0          0          0          0          0          0          0          0          0          0
-2003          2         24          0          0          0          0          0          0          0          0          0          0
-2003          2         25          0          0          0          0          0          0          0          0          0          0
-2003          2         26          0          0          0          0          0          0          0          0          0          0
-2003          2         27          0          0          0          0          0          0          0          0          0          0
-2003          2         28          0          0          0          0          0          0          0          0          0          0
-2003          3          1          0          0          0          0          0          0          0          0          0          0
-2003          3          2          0          0          0          0          0          0          0          0          0          0
-2003          3          3          0          0          0          0          0          0          0          0          0          0
-2003          3          4          0          0          0          0          0          0          0          0          0          0
-2003          3          5          0          0          0          0          0          0          0          0          0          0
-2003          3          6          0          0          0          0          0          0          0          0          0          0
-2003          3          7          0          0          0          0          0          0          0          0          0          0
-2003          3          8          0          0          0          0          0          0          0          0          0          0
-2003          3          9          0          0          0          0          0          0          0          0          0          0
-2003          3         10          0          0          0          0          0          0          0          0          0          0
-2003          3         11          0          0          0          0          0          0          0          0          0          0
-2003          3         12          0          0          0          0          0          0          0          0          0          0
-2003          3         13          0          0          0          0          0          0          0          0          0          0
-2003          3         14          0          0          0          0          0          0          0          0          0          0
-2003          3         15          0          0          0          0          0          0          0          0          0          0
-2003          3         16          0          0          0          0          0          0          0          0          0          0
-2003          3         17          0          0          0          0          0          0          0          0          0          0
-2003          3         18          0          0          0          0          0          0          0          0          0          0
