daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR      MONTH        DAY     GPP(2)     GPP(1)     GPP(0)   GPP(tot)     NPP(2)     NPP(1)     NPP(0)     NPP(0)   NPP(tot)      ET(2)      ET(1)      ET(0)     LAI(2)     LAI(1)
-2007          8         19    4.92888     3.3407    1.80387    10.1057  0.0132281  0.0161029 0.00288929          0    1.12973    1.43891     0.8409     3.6462    2.70419     2.07529
-2007          8         20    3.33864    2.26277    1.22039    6.84362 0.00896023  0.0109071 0.00195472          0   0.946408   0.890993   0.524331    3.65532    2.71048     2.07865
-2007          8         21    4.17234    2.82775    1.52389    8.55124  0.0111977  0.0136304 0.00244084          0   0.564271    1.09718    0.64448    3.66673    2.71834     2.08284
-2007          8         22    1.52903    1.03625   0.557887    3.13315  0.0041036 0.00499495 0.000893581          0   0.697309   0.410889   0.241124    3.67091    2.72122     2.08437
-2007          8         23      3.392    2.29878    1.23716     6.9501 0.00910343  0.0110807 0.00198159          0   0.261081   0.872076   0.511659    3.68018     2.7276     2.08777
-2007          8         24    7.32063    4.96114    2.66787    14.9975  0.0196471  0.0239139 0.00427318          0   0.539904    2.03387    1.18297    3.70017    2.74137      2.0951
-2007          8         25    6.15592    4.17163    2.23949    12.6073  0.0165212  0.0201082 0.00358704          0    1.32048    1.61528   0.942604    3.71697    2.75295     2.10125
-2007          8         26    6.02278    4.08127    2.18787    12.3313  0.0161639  0.0196727 0.00350436          0    1.02662    1.62058   0.944569     3.7334    2.76427     2.10726
-2007          8         27    6.19708    4.19927    2.24803    12.6849  0.0166317  0.0202414 0.00360072          0    1.01758    1.92106    1.11458     3.7503    2.77591     2.11343
-2007          8         28    5.94524    4.02851    2.15358    12.1662  0.0159558  0.0194183 0.00344944          0    1.22094    1.91642     1.1104     3.7665    2.78707     2.11934
-2007          8         29    6.86972    4.65484    2.48508    14.0545   0.018437  0.0224374 0.00398042          0    1.21007    2.29477     1.3257    3.78521    2.79996     2.12616
-2007          8         30    3.96433    2.68613    1.43185    8.10818  0.0106395  0.0129478 0.00229343          0    1.47339    1.18427    0.68562    3.79601    2.80739     2.13008
-2007          8         31    2.62597    1.77927   0.947614    5.36999 0.00704757  0.0085765 0.00151782          0   0.754308   0.735665   0.426668    3.80315    2.81231     2.13268
-2007          9          1    4.94776    3.35243    1.78442    10.1169  0.0132788  0.0161595 0.00285815          0   0.459253    1.44638   0.835899    3.81661    2.82159     2.13757
-2007          9          2     3.1785    2.15151    1.14204    6.49285 0.00855631  0.0103977 0.00183261          0   0.909529   0.921935   0.530688    3.81373    2.82023     2.13677
-2007          9          3    5.68697    3.84986    2.04381    11.6178  0.0153089  0.0186054 0.00327966          0   0.585998    1.69403   0.978029     3.8292    2.83088     2.14237
-2007          9          4    4.72359    3.19765    1.69546    9.64759  0.0127156  0.0154534 0.00272066          0    1.06221    1.59366   0.918142    3.84204    2.83971     2.14701
-2007          9          5    1.95164    1.32116   0.699787    3.98535 0.00525369 0.00638483 0.00112293          0    1.01475   0.613559   0.354695    3.84734    2.84336     2.14893
-2007          9          6     2.6968    1.82559    0.96656    5.50658 0.00725958 0.00882258 0.00155102          0   0.384255   0.696655   0.402755    3.85467    2.84841     2.15158
-2007          9          7    3.62539    2.45419    1.29862    7.40189 0.00975928  0.0118604 0.00208386          0   0.430922    1.01686   0.585491    3.86452    2.85518     2.15513
-2007          9          8    3.78569     2.5627    1.35498    7.72812  0.0101908  0.0123849 0.00217431          0   0.639601     1.0277    0.59207     3.8748    2.86226     2.15884
-2007          9          9    3.33692     2.2589    1.19338    6.81101 0.00898274  0.0109167   0.001915          0   0.638684    1.01137   0.580975    3.88386    2.86849     2.16211
-2007          9         10    3.10777    2.10378    1.11064     6.3425 0.00836589   0.010167 0.00178223          0   0.635667   0.922844   0.530475     3.8923     2.8743     2.16515
-2007          9         11    4.27163    2.89164    1.52558    8.71677  0.0114989  0.0139746 0.00244806          0   0.575753    1.27994   0.734871    3.90389    2.88228     2.16932
-2007          9         12    5.90207    3.99537    2.10599     12.042   0.015888  0.0193086 0.00337943          0   0.795625    1.78871    1.02427     3.9199     2.8933     2.17508
-2007          9         13    5.00889    3.39075    1.78508    10.2175  0.0134836  0.0163866 0.00286448          0    1.12648    1.46241   0.838475    3.93348    2.90264     2.17997
-2007          9         14    4.72593    3.19923     1.6825    9.63855  0.0127219   0.015461 0.00269987          0   0.909242    1.57619   0.902048    3.94629    2.91146     2.18457
-2007          9         15    5.12072    3.46651    1.82129     10.442  0.0137846  0.0167527 0.00292258          0   0.982321    1.56859   0.896923    3.96016    2.92101     2.18955
-2007          9         16    5.74921    3.89202     2.0427    11.7215  0.0154765  0.0188091 0.00327788          0   0.980572    1.80857    1.03463    3.97573    2.93172     2.19513
-2007          9         17    5.01948    3.39806    1.78137    10.2317  0.0135121   0.016422 0.00285852          0     1.1228      1.646   0.940423    3.98932    2.94108         2.2
-2007          9         18    4.60748     3.1192    1.63352    9.39029   0.012403  0.0150743 0.00262127          0    1.02137    1.65174   0.942792    4.00179    2.94966     2.20446
-2007          9         19    3.81899    2.58545    1.35274    7.78213  0.0102805  0.0124948 0.00217072          0    1.02315    1.30486   0.743959    4.01212    2.95677     2.20815
-2007          9         20    2.74305    1.85706   0.970901    5.58893 0.00738409  0.0089747 0.00155798          0   0.801834   0.848009    0.48183    4.01954    2.96188      2.2108
-2007          9         21    4.89201    3.31196     1.7306    9.96651  0.0131689  0.0160058 0.00277705          0   0.520766    1.49947   0.848653    4.03277    2.97098     2.21553
-2007          9         22    4.90682    3.32206     1.7342    9.99512  0.0132088  0.0160546 0.00278283          0   0.942909    1.39582   0.792582    4.04603    2.98011     2.22026
-2007          9         23    5.00583    3.38917    1.76753    10.1952  0.0134754   0.016379 0.00283631          0   0.861269    1.40349    0.79562    4.05956    2.98942     2.22509
-2007          9         24    2.29591    1.55447   0.809901    4.67528 0.00618043 0.00751237 0.00129963          0    0.87553   0.651385   0.370187    4.06576    2.99369      2.2273
-2007          9         25    4.66519    3.15866    1.64497    9.49929  0.0125584   0.015265 0.00263965          0    0.40062    1.50479   0.854625    4.07836    3.00236     2.23179
-2007          9         26    2.43202    1.64669   0.856793    4.95139 0.00654683 0.00795803 0.00137488          0   0.935499   0.850522    0.48451    4.08493    3.00688     2.23412
-2007          9         27    3.53997    2.39691    1.24655    7.20654 0.00952935  0.0115836 0.00200032          0   0.517441    1.14047   0.647803    4.09448    3.01346     2.23752
-2007          9         28    1.90705    1.29128     0.6711    3.88188 0.00513363 0.00624044  0.0010769          0   0.703019   0.571669   0.325125    4.09963      3.017     2.23935
-2007          9         29     1.2721   0.861362     0.4475    2.58926 0.00342439 0.00416274 0.000718094          0   0.351761    0.37376   0.212946    4.10306    3.01937     2.24057
-2007          9         30    4.80304    3.25226    1.68923    9.77589  0.0129294  0.0157173 0.00271066          0   0.224541    1.50475   0.852037    4.11602    3.02829     2.24518
-2007         10          1   0.699702   0.473801   0.245868    1.42394 0.00188355 0.00228976 0.00039454          0   0.937115   0.231064   0.131479    4.11791    3.02959     2.24585
-2007         10          2    1.09634   0.741859    0.38444    2.22981 0.00295758 0.00359177 0.000617677          0   0.140998   0.326942   0.185837      4.036    2.98332     2.12027
-2007         10          3    1.30148   0.881728   0.447949    2.63966   0.003511 0.00426896 0.000719717          0   0.198969   0.353685     0.2003    3.96289    2.94258      1.9975
-2007         10          4     2.7012    1.83236   0.909554    5.46074 0.00728699 0.00887152 0.00146137          0    0.21496   0.757945   0.425616    3.88977    2.90184     1.87474
-2007         10          5    3.20013    2.17393    1.05097    6.44587 0.00863296  0.0105252 0.00168858          0   0.461915    1.01708   0.564243    3.81666     2.8611     1.75197
-2007         10          6    4.87553    3.31732    1.55613     9.7807  0.0131527  0.0160611 0.00250022          0   0.631899    1.54566   0.851593    3.74354    2.82036     1.62921
-2007         10          7    4.83388    3.29475    1.49318     9.6532  0.0130403  0.0159518 0.00239908          0   0.963003    1.50717   0.823673    3.67042    2.77962     1.50645
-2007         10          8    1.92515     1.3147   0.572707    3.82503 0.00519344 0.00636521 0.000920164          0   0.943752   0.636969   0.345383    3.59731    2.73888     1.38368
-2007         10          9    2.06747    1.41488   0.588859    4.08458 0.00557738 0.00685024 0.000946116          0   0.397162   0.661627   0.353259    3.52419    2.69814     1.26092
-2007         10         10    1.38051   0.946939   0.373798    2.71015 0.00372418 0.00458468 0.000600578          0   0.416314   0.421526    0.22199    3.45108     2.6574     1.13815
-2007         10         11    1.60609    1.10445   0.409843    3.13072 0.00433272 0.00534728 0.000658492          0   0.265557   0.541941   0.280066    3.37796    2.61666     1.01539
-2007         10         12    2.09857    1.44708   0.499244    4.05836 0.00566128 0.00700615 0.000802132          0    0.34012    0.63161   0.315661    3.30484    2.57592    0.892627
-2007         10         13    3.49896    2.41993   0.765346    6.70662 0.00943909  0.0117163 0.00122968          0   0.395815    1.17917   0.559029    3.23173    2.53518    0.769863
-2007         10         14    3.91958    2.71964   0.774087    7.43829  0.0105738  0.0131673 0.00124372          0   0.746764    1.35999   0.606283    3.15861    2.49444    0.647099
-2007         10         15    3.18376    2.21685   0.553784     5.9746 0.00858878   0.010733 0.000889761          0   0.883029    1.01949   0.434853     3.0855     2.4537    0.524335
-2007         10         16    2.76089    1.92972   0.408131    5.11619 0.00744801 0.00934289 0.000655741          0   0.649912   0.892265   0.341993    3.01238    2.41296    0.401571
-2007         10         17   0.777013   0.545329  0.0923583    1.41958 0.00209614 0.00264025 0.000148391          0   0.582051   0.262687  0.0903375    2.93926    2.37222    0.278807
-2007         10         18    2.46703    1.73913   0.213969    4.43555 0.00665527 0.00842012 0.000343783          0   0.168976    1.01958   0.278426    2.86615    2.33148    0.156043
-2007         10         19    1.25731   0.890599  0.0642111    2.21993 0.00339184  0.0043119 0.000103168          0   0.662823   0.568101   0.103055    2.79303    2.29074   0.0332789
-2007         10         20    2.25511          0          0    2.26119 0.00608357          0          0          0    1.62309          0          0    2.71992          0           0
-2007         10         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         10         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         10         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         10         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         10         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         10         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         10         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         10         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         10         29          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         10         30          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         10         31          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         16          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         17          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         18          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         19          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         29          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         11         30          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         16          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         17          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         18          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         19          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         29          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         30          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2007         12         31          0          0          0          0          0          0          0          0          0          0          0          0          0           0

-YEAR      MONTH        DAY     GPP(2)     GPP(1)     GPP(0)   GPP(tot)     NPP(2)     NPP(1)     NPP(0)     NPP(0)   NPP(tot)      ET(2)      ET(1)      ET(0)     LAI(2)     LAI(1)

-2008          1          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         16          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         17          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         18          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         19          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         29          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         30          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          1         31          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         16          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         17          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         18          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         19          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          2         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         16          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         17          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         18          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         19          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         29          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         30          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          3         31          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4         16          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4         17          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4         18          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4         19          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2008          4         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
