daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR      MONTH        DAY     GPP(2)     GPP(1)     GPP(0)   GPP(tot)     NPP(2)     NPP(1)     NPP(0)     NPP(0)   NPP(tot)      ET(2)      ET(1)      ET(0)     LAI(2)     LAI(1)
-2003          9         13    7.76978    5.40845    2.82245    16.0497   0.019766  0.0249062 0.00439286          0   0.364767    2.12027    1.21897    4.18184    3.16224     2.24653
-2003          9         14    7.42639    5.17862    2.69939    15.3513  0.0188924  0.0238479 0.00420133          0    1.30896     2.1031    1.20333    4.18184    3.17639     2.25391
-2003          9         15    6.91737     4.8318    2.51585    14.3088  0.0175975  0.0222507 0.00391566          0    1.30899    1.85761    1.06128    4.18184    3.18959     2.26078
-2003          9         16    6.29878    4.40657    2.29212    13.0373  0.0160238  0.0202925 0.00356745          0      1.156    1.67191   0.954373    4.18184    3.20162     2.26704
-2003          9         17    6.54948    4.58841    2.38452    13.5639  0.0166616  0.0211299 0.00371127          0    1.03009    1.81229    1.03035    4.18184    3.21414     2.27355
-2003          9         18    6.36573    4.46617    2.31881    13.1911  0.0161942  0.0205669   0.003609          0    1.11739    1.82283    1.03243    4.18184    3.22632     2.27988
-2003          9         19    6.54365    4.59743     2.3848    13.5674  0.0166468  0.0211714  0.0037117          0    1.14383    1.75248   0.995778    4.18184    3.23886     2.28638
-2003          9         20    6.03464    4.24589    2.20041    12.5193  0.0153519  0.0195525 0.00342472          0    1.07467    1.71459    0.96996    4.18184    3.25044     2.29238
-2003          9         21    5.49522    3.87143    2.00465    11.4062  0.0139796  0.0178282 0.00312004          0     1.0533    1.62834     0.9178    4.18184    3.26098     2.29785
-2003          9         22    5.52971    3.90035    2.01809    11.4833  0.0140673  0.0179613 0.00314095          0    1.01892    1.55703   0.880813    4.18184    3.27161     2.30335
-2003          9         23     4.4997    3.17761    1.64287    9.34882   0.011447  0.0146331 0.00255697          0   0.986837    1.35301   0.773418    4.18184    3.28026     2.30783
-2003          9         24    4.05246    2.86453    1.48009    8.42289  0.0103093  0.0131913 0.00230362          0    0.82211    1.26417   0.719833    4.18184    3.28806     2.31186
-2003          9         25    5.87952    4.15959    2.14806    12.2246  0.0149573  0.0191551 0.00334324          0   0.771242    1.74985   0.994046    4.18184    3.29938     2.31772
-2003          9         26    4.18965    2.96774    1.53135    8.71545  0.0106583  0.0136666  0.0023834          0    1.07968    1.20772   0.687508    4.18184    3.30746     2.32189
-2003          9         27    3.76133    2.66669    1.37523    7.82724 0.00956868  0.0122802 0.00214041          0   0.733102    1.08587   0.616109    4.18184    3.31471     2.32563
-2003          9         28    1.53008    1.08564   0.559591    3.18507 0.00389245 0.00499942 0.000870947          0   0.670839   0.453517    0.25833    4.18184    3.31766     2.32716
-2003          9         29    1.51803    1.07743   0.555248     3.1604  0.0038618 0.00496164 0.000864189          0   0.276147   0.443507   0.252467    4.18184    3.32059     2.32867
-2003          9         30    2.95114    2.09526    1.07956    6.14479 0.00750758 0.00964878 0.00168023          0   0.267581   0.877905   0.497559    4.18184    3.32629     2.33161
-2003         10          1    2.65637    1.88713   0.971946    5.53241  0.0067577 0.00869036 0.00151274          0   0.542433   0.826557   0.470654    4.18184    3.33142     2.33425
-2003         10          2    4.75014     3.3734    1.73385    9.88779  0.0121192  0.0155745 0.00270323          0   0.503027    1.24684   0.708503     4.0935    3.28079     2.20548
-2003         10          3    4.68698    3.33517    1.68073    9.73285  0.0119581   0.015398 0.00262041          0   0.756727    1.24609   0.704947    4.01727    3.23866     2.08074
-2003         10          4    3.72613    2.65693    1.30843     7.7153 0.00950664  0.0122666 0.00203996          0   0.753981    1.23365   0.690436    3.94104    3.19654     1.95599
-2003         10          5    3.44858    2.46455    1.18243    7.11757 0.00879852  0.0113784 0.00184351          0   0.761154    1.26065   0.702506    3.86482    3.15441     1.83125
-2003         10          6    1.58662    1.13665   0.529422    3.26281 0.00404801 0.00524774 0.000825417          0   0.775224   0.556458   0.307539    3.78859    3.11229     1.70651
-2003         10          7    2.14289    1.53922    0.69317    4.38894 0.00546726 0.00710636 0.00108072          0   0.341396   0.841481   0.458751    3.71236    3.07016     1.58176
-2003         10          8    1.49926    1.07998   0.467995    3.05678 0.00382512 0.00498612 0.000729647          0   0.523013    0.46411   0.250877    3.63613    3.02804     1.45702
-2003         10          9    1.49555    1.08064   0.448057    3.03375 0.00381566 0.00498915 0.000698563          0   0.288071   0.444803   0.237297     3.5599    2.98591     1.33228
-2003         10         10    1.24168   0.900189   0.354712    2.50445 0.00316794 0.00415603 0.000553028          0   0.275457   0.361403   0.188794    3.48367    2.94378     1.20753
-2003         10         11    1.98757    1.44613   0.537121     3.9834 0.00507097 0.00667654 0.000837422          0   0.226184   0.648946   0.333187    3.40744    2.90166     1.08279
-2003         10         12    4.06216    2.96702    1.02829    8.08314   0.010364  0.0136983  0.0016032          0   0.406328    1.33981   0.671849    3.33121    2.85953    0.958045
-2003         10         13    3.19267    2.34166   0.747673    6.30214 0.00814561  0.0108111 0.00116569          0   0.840793    1.08812   0.529507    3.25498    2.81741    0.833301
-2003         10         14     3.8502    2.83659   0.820768    7.53175 0.00982318  0.0130961 0.00127965          0   0.685127    1.29231   0.605866    3.17875    2.77528    0.708558
-2003         10         15    3.74368    2.77142   0.710876    7.24943 0.00955142  0.0127952 0.00110832          0   0.814648    1.39926   0.622847    3.10252    2.73316    0.583814
-2003         10         16    3.72512    2.77197   0.611158    7.13151 0.00950407  0.0127978 0.000952852          0   0.884596     1.3561   0.562466     3.0263    2.69103    0.459071
-2003         10         17     3.4153    2.55557   0.462501     6.4546  0.0087136  0.0117987 0.000721082          0   0.858619    1.34116   0.500879    2.95007    2.64891    0.334327
-2003         10         18    3.03662     2.2858     0.3147    5.65591 0.00774747  0.0105532 0.000490647          0   0.852459    1.23827   0.394475    2.87384    2.60678    0.209584
-2003         10         19     2.3515    1.78143          0    4.14715 0.00599948 0.00822461          0          0    1.35881       1.06          0    2.79761    2.56466           0
-2003         10         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         10         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         10         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         10         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         10         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         10         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         10         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         10         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         10         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         10         29          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         10         30          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         10         31          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         16          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         17          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         18          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         19          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         29          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         11         30          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         16          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         17          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         18          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         19          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         29          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         30          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2003         12         31          0          0          0          0          0          0          0          0          0          0          0          0          0           0

-YEAR      MONTH        DAY     GPP(2)     GPP(1)     GPP(0)   GPP(tot)     NPP(2)     NPP(1)     NPP(0)     NPP(0)   NPP(tot)      ET(2)      ET(1)      ET(0)     LAI(2)     LAI(1)

-2004          1          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         16          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         17          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         18          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         19          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         29          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         30          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          1         31          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         16          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         17          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         18          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         19          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          2         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         16          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         17          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         18          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         19          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         29          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         30          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          3         31          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         16          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         17          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         18          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         19          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         20          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         21          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         22          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         23          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         24          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         25          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         26          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         27          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         28          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         29          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          4         30          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5          1          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5          2          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5          3          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5          4          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5          5          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5          6          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5          7          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5          8          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5          9          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5         10          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5         11          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5         12          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5         13          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5         14          0          0          0          0          0          0          0          0          0          0          0          0          0           0
-2004          5         15          0          0          0          0          0          0          0          0          0          0          0          0          0           0
