daily output file at cell level

Daily summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 0, 0, Lat = 51.18, Long  = 4.31


Daily GPP = daily total gross primary production (gC/m2/day)
Daily NPP = daily total net primary production (tDM/m2/day)
Daily ET = daily canopy transpiration(mm/day)
Daily LAI = daily Leaf Area Index (m^2/m^2)
Daily F_SW = Daily Soil water modifier
Daily F_PSI = Daily Soil water modifier-BIOME
Daily F_T = Daily temperature modifier
Daily F_PSI = Daily VPD modifier



-YEAR      MONTH        DAY     GPP(0)   GPP(tot)     NPP(0)   NPP(tot)      ET(0)    ET(tot)     LAI(0)
-2003         12         19          0          0          0          0          0          0          0 
-2003         12         20          0          0          0          0          0          0          0 
-2003         12         21          0          0          0          0          0          0          0 
-2003         12         22          0          0          0          0          0          0          0 
-2003         12         23          0          0          0          0          0          0          0 
-2003         12         24          0          0          0          0          0          0          0 
-2003         12         25          0          0          0          0          0          0          0 
-2003         12         26          0          0          0          0          0          0          0 
-2003         12         27          0          0          0          0          0          0          0 
-2003         12         28          0          0          0          0          0          0          0 
-2003         12         29          0          0          0          0          0          0          0 
-2003         12         30          0          0          0          0          0          0          0 
-2003         12         31          0          0          0          0          0          0          0 

-YEAR      MONTH        DAY     GPP(0)   GPP(tot)     NPP(0)   NPP(tot)      ET(0)    ET(tot)     LAI(0)

-2004          1          1          0          0          0          0          0          0          0 
-2004          1          2          0          0          0          0          0          0          0 
-2004          1          3          0          0          0          0          0          0          0 
-2004          1          4          0          0          0          0          0          0          0 
-2004          1          5          0          0          0          0          0          0          0 
-2004          1          6          0          0          0          0          0          0          0 
-2004          1          7          0          0          0          0          0          0          0 
-2004          1          8          0          0          0          0          0          0          0 
-2004          1          9          0          0          0          0          0          0          0 
-2004          1         10          0          0          0          0          0          0          0 
-2004          1         11          0          0          0          0          0          0          0 
-2004          1         12          0          0          0          0          0          0          0 
-2004          1         13          0          0          0          0          0          0          0 
-2004          1         14          0          0          0          0          0          0          0 
-2004          1         15          0          0          0          0          0          0          0 
-2004          1         16          0          0          0          0          0          0          0 
-2004          1         17          0          0          0          0          0          0          0 
-2004          1         18          0          0          0          0          0          0          0 
-2004          1         19          0          0          0          0          0          0          0 
-2004          1         20          0          0          0          0          0          0          0 
-2004          1         21          0          0          0          0          0          0          0 
-2004          1         22          0          0          0          0          0          0          0 
-2004          1         23          0          0          0          0          0          0          0 
-2004          1         24          0          0          0          0          0          0          0 
-2004          1         25          0          0          0          0          0          0          0 
-2004          1         26          0          0          0          0          0          0          0 
-2004          1         27          0          0          0          0          0          0          0 
-2004          1         28          0          0          0          0          0          0          0 
-2004          1         29          0          0          0          0          0          0          0 
-2004          1         30          0          0          0          0          0          0          0 
-2004          1         31          0          0          0          0          0          0          0 
-2004          2          1          0          0          0          0          0          0          0 
-2004          2          2          0          0          0          0          0          0          0 
-2004          2          3          0          0          0          0          0          0          0 
-2004          2          4          0          0          0          0          0          0          0 
-2004          2          5          0          0          0          0          0          0          0 
-2004          2          6          0          0          0          0          0          0          0 
-2004          2          7          0          0          0          0          0          0          0 
-2004          2          8          0          0          0          0          0          0          0 
-2004          2          9          0          0          0          0          0          0          0 
-2004          2         10          0          0          0          0          0          0          0 
-2004          2         11          0          0          0          0          0          0          0 
-2004          2         12          0          0          0          0          0          0          0 
-2004          2         13          0          0          0          0          0          0          0 
-2004          2         14          0          0          0          0          0          0          0 
-2004          2         15          0          0          0          0          0          0          0 
-2004          2         16          0          0          0          0          0          0          0 
-2004          2         17          0          0          0          0          0          0          0 
-2004          2         18          0          0          0          0          0          0          0 
-2004          2         19          0          0          0          0          0          0          0 
-2004          2         20          0          0          0          0          0          0          0 
-2004          2         21          0          0          0          0          0          0          0 
-2004          2         22          0          0          0          0          0          0          0 
-2004          2         23          0          0          0          0          0          0          0 
-2004          2         24          0          0          0          0          0          0          0 
-2004          2         25          0          0          0          0          0          0          0 
-2004          2         26          0          0          0          0          0          0          0 
-2004          2         27          0          0          0          0          0          0          0 
-2004          2         28          0          0          0          0          0          0          0 
-2004          3          1          0          0          0          0          0          0          0 
-2004          3          2          0          0          0          0          0          0          0 
-2004          3          3          0          0          0          0          0          0          0 
-2004          3          4          0          0          0          0          0          0          0 
-2004          3          5          0          0          0          0          0          0          0 
-2004          3          6          0          0          0          0          0          0          0 
-2004          3          7          0          0          0          0          0          0          0 
-2004          3          8          0          0          0          0          0          0          0 
-2004          3          9          0          0          0          0          0          0          0 
-2004          3         10          0          0          0          0          0          0          0 
-2004          3         11          0          0          0          0          0          0          0 
-2004          3         12          0          0          0          0          0          0          0 
-2004          3         13          0          0          0          0          0          0          0 
-2004          3         14          0          0          0          0          0          0          0 
-2004          3         15          0          0          0          0          0          0          0 
-2004          3         16          0          0          0          0          0          0          0 
-2004          3         17          0          0          0          0          0          0          0 
-2004          3         18          0          0          0          0          0          0          0 
-2004          3         19          0          0          0          0          0          0          0 
-2004          3         20          0          0          0          0          0          0          0 
-2004          3         21          0          0          0          0          0          0          0 
-2004          3         22          0          0          0          0          0          0          0 
-2004          3         23          0          0          0          0          0          0          0 
-2004          3         24          0          0          0          0          0          0          0 
-2004          3         25          0          0          0          0          0          0          0 
-2004          3         26          0          0          0          0          0          0          0 
-2004          3         27          0          0          0          0          0          0          0 
-2004          3         28          0          0          0          0          0          0          0 
-2004          3         29          0          0          0          0          0          0          0 
-2004          3         30          0          0          0          0          0          0          0 
-2004          3         31          0          0          0          0          0          0          0 
-2004          4          1          0          0          0          0          0          0          0 
-2004          4          2          0          0          0          0          0          0          0 
-2004          4          3          0          0          0          0          0          0          0 
-2004          4          4          0          0          0          0          0          0          0 
-2004          4          5          0          0          0          0          0          0          0 
-2004          4          6          0          0          0          0          0          0          0 
-2004          4          7          0          0          0          0          0          0          0 
-2004          4          8          0          0          0          0          0          0          0 
-2004          4          9          0          0          0          0          0          0          0 
-2004          4         10          0          0          0          0          0          0          0 
-2004          4         11          0          0          0          0          0          0          0 
-2004          4         12          0          0          0          0          0          0          0 
-2004          4         13          0          0          0          0          0          0          0 
-2004          4         14          0          0          0          0          0          0          0 
-2004          4         15          0          0          0          0          0          0          0 
-2004          4         16          0          0          0          0          0          0          0 
-2004          4         17          0          0          0          0          0          0          0 
-2004          4         18          0          0          0          0          0          0          0 
-2004          4         19          0          0          0          0          0          0          0 
-2004          4         20          0          0          0          0          0          0          0 
-2004          4         21          0          0          0          0          0          0          0 
-2004          4         22          0          0          0          0          0          0          0 
-2004          4         23          0          0          0          0          0          0          0 
-2004          4         24          0          0          0          0          0          0          0 
-2004          4         25          0          0          0          0          0          0          0 
-2004          4         26          0          0          0          0          0          0          0 
-2004          4         27          0          0          0          0          0          0          0 
-2004          4         28          0          0          0          0          0          0          0 
-2004          4         29          0          0          0          0          0          0          0 
-2004          4         30          0          0          0          0          0          0          0 
-2004          5          1          0          0          0          0          0          0          0 
-2004          5          2          0          0          0          0          0          0          0 
-2004          5          3          0          0          0          0          0          0          0 
-2004          5          4          0          0          0          0          0          0          0 
-2004          5          5          0          0          0          0          0          0          0 
-2004          5          6          0          0          0          0          0          0          0 
-2004          5          7          0          0          0          0          0          0          0 
-2004          5          8          0          0          0          0          0          0          0 
-2004          5          9          0          0          0          0          0          0          0 
-2004          5         10          0          0          0          0          0          0          0 
-2004          5         11          0          0          0          0          0          0          0 
-2004          5         12          0          0          0          0          0          0          0 
-2004          5         13          0          0          0          0          0          0          0 
-2004          5         14          0          0          0          0          0          0          0 
-2004          5         15          0          0          0          0          0          0          0 
-2004          5         16          0          0          0          0          0          0          0 
-2004          5         17          0          0          0          0          0          0          0 
-2004          5         18          0          0          0          0          0          0          0 
-2004          5         19          0          0          0          0          0          0          0 
-2004          5         20          0          0          0          0          0          0          0 
-2004          5         21          0          0          0          0          0          0          0 
-2004          5         22          0          0          0          0          0          0          0 
-2004          5         23          0          0          0          0          0          0          0 
-2004          5         24          0          0          0          0          0          0          0 
-2004          5         25          0          0          0          0          0          0          0 
-2004          5         26    1.86484    1.87984  0.0150009          0    1.73103          0    0.64889 
-2004          5         27    1.84174    1.85656  0.0148151          0    1.58978          0   0.770887 
-2004          5         28     3.7531    3.78329  0.0301901          0    2.77363          0    1.01949 
-2004          5         29    3.88209    3.91331  0.0312277          0    2.67769          0    1.27664 
-2004          5         30    1.87692    1.89201   0.015098          0    1.00601          0    1.40097 
-2004          5         31    4.90784    4.94732  0.0394789          0    2.52698          0    1.72606 
-2004          6          1    6.09741    6.14646  0.0490478          0    2.93371          0    1.74484 
-2004          6          2    1.35709    1.36801  0.0109192          0   0.612924          0    1.74857 
-2004          6          3    5.71733    5.76333   0.046002          0    2.74085          0    1.76613 
-2004          6          4    2.71968    2.74156  0.0218827          0    1.20056          0    1.77447 
-2004          6          5    4.66833    4.70589  0.0375617          0    2.24761          0    1.78877 
-2004          6          6      7.512    7.57244   0.060442          0    3.67668          0    1.81175 
-2004          6          7    6.33932    6.39033  0.0510066          0    3.36847          0     1.8311 
-2004          6          8    5.58973    5.63471  0.0449753          0     3.3597          0    1.84812 
-2004          6          9     6.2053    6.25523  0.0499283          0    2.91313          0    1.86699 
-2004          6         10    2.54965    2.57016  0.0205146          0    1.03905          0    1.87473 
-2004          6         11    4.28002    4.31446  0.0344373          0    1.94472          0    1.88771 
-2004          6         12    5.08316    5.12406  0.0408994          0    2.41507          0    1.90311 
-2004          6         13    4.62615    4.66337  0.0372223          0    2.25482          0    1.91711 
-2004          6         14    7.17216    7.22987  0.0577077          0    3.22104          0    1.93877 
-2004          6         15    7.31513    7.37399   0.058858          0    3.11546          0    1.96083 
-2004          6         16    6.32285    6.37373  0.0508741          0    3.05475          0    1.97985 
-2004          6         17    5.07052    5.11132  0.0407977          0    2.40338          0    1.99509 
-2004          6         18     2.7245    2.74642  0.0219215          0    1.22442          0    2.00326 
-2004          6         19    5.87238    5.91963  0.0472496          0    3.05214          0    2.02086 
-2004          6         20    5.00519    5.04546  0.0402721          0    2.57886          0    2.03584 
-2004          6         21     4.4143    4.44982  0.0355177          0    2.07759          0    2.04903 
-2004          6         22    5.42379    5.46743  0.0436402          0    2.38599          0    2.06523 
-2004          6         23    3.68492    3.71457  0.0296491          0    1.62775          0    2.07621 
-2004          6         24    5.68449    5.73023  0.0457378          0    2.86237          0    2.09315 
-2004          6         25    4.24846    4.28264  0.0341834          0    2.05751          0    2.10578 
-2004          6         26    4.75796    4.79625  0.0382829          0    2.35826          0    2.11992 
-2004          6         27    5.86919    5.91641  0.0472239          0    2.43316          0    2.13734 
-2004          6         28    7.37448    7.43381  0.0593355          0    3.50387          0     2.1592 
-2004          6         29    7.49302    7.55331  0.0602894          0    3.65055          0    2.18136 
-2004          6         30    4.76586     4.8042  0.0383464          0    2.12405          0    2.19544 
-2004          7          1    4.21425    4.24816  0.0339081          0    1.87221          0    2.20787 
-2004          7          2    4.22603    4.26016  0.0341342          0    1.90805          0    2.21183 
-2004          7          3    4.66406    4.70173  0.0376722          0    2.14835          0    2.22557 
-2004          7          4    3.59987    3.62895  0.0290766          0    1.59711          0    2.23617 
-2004          7          5    7.31108    7.37013  0.0590525          0     3.1476          0    2.25767 
-2004          7          6    7.65754    7.71939  0.0618509          0    3.52579          0    2.28015 
-2004          7          7    5.58628    5.63141  0.0451211          0    2.30292          0    2.29652 
-2004          7          8    5.53913    5.58387  0.0447403          0    2.26746          0    2.31274 
-2004          7          9    3.50856     3.5369  0.0283391          0    1.46559          0      2.323 
-2004          7         10    4.79643    4.83517  0.0387414          0     2.1144          0    2.33701 
-2004          7         11    3.87632    3.90763  0.0313095          0    1.67164          0    2.34832 
-2004          7         12    2.79639    2.81898  0.0225868          0    1.20557          0    2.35648 
-2004          7         13    5.01951    5.06006  0.0405433          0    2.28206          0    2.37111 
-2004          7         14    5.09473    5.13588  0.0411508          0    2.11631          0    2.38594 
-2004          7         15     2.1765    2.19408  0.0175798          0    0.81033          0    2.39227 
-2004          7         16    3.86752    3.89876  0.0312385          0      1.493          0    2.40352 
-2004          7         17    7.90357    7.96741  0.0638382          0    3.22236          0    2.42648 
-2004          7         18    5.10117    5.14237  0.0412028          0    1.90155          0    2.44128 
-2004          7         19    7.16903    7.22693  0.0579051          0    3.10108          0    2.46205 
-2004          7         20    4.86658    4.90589   0.039308          0    1.82441          0    2.47613 
-2004          7         21    5.41414    5.45787  0.0437307          0    2.05176          0    2.49178 
-2004          7         22     9.7401    9.81878  0.0786721          0    3.59704          0    2.51991 
-2004          7         23     3.8517    3.88281  0.0311107          0    1.75807          0    2.53101 
-2004          7         24    7.98498    8.04947  0.0644957          0    3.40399          0    2.55402 
-2004          7         25    2.96181    2.98573  0.0239229          0    1.43543          0    2.56254 
-2004          7         26     6.0993    6.14857  0.0492648          0    2.81328          0    2.58007 
-2004          7         27    7.46872    7.52905  0.0603258          0     3.1999          0    2.60152 
-2004          7         28    8.58838    8.65775  0.0693694          0    3.47497          0    2.62615 
-2004          7         29    9.79128    9.87036  0.0790854          0    3.88692          0    2.65419 
-2004          7         30    7.79233    7.85527  0.0629397          0    3.27751          0    2.67647 
-2004          7         31    6.71796    6.77222  0.0542618          0     3.0398          0    2.69565 
-2004          8          1    5.54869    5.59351  0.0448175          0    2.59188          0    2.71147 
-2004          8          2    7.39861    7.45863  0.0600281          0    3.27614          0    2.72042 
-2004          8          3     5.7838    5.83073  0.0469265          0    2.86005          0    2.73689 
-2004          8          4    6.18672    6.23691  0.0501955          0    2.75162          0    2.75449 
-2004          8          5    5.54931    5.59434  0.0450239          0    2.31067          0    2.77027 
-2004          8          6    5.95342    6.00173  0.0483027          0    2.22792          0    2.78717 
-2004          8          7    5.77294    5.81978  0.0468383          0    2.23278          0    2.80355 
-2004          8          8    5.93077    5.97889  0.0481189          0    2.23492          0    2.82036 
-2004          8          9    5.25323    5.29585  0.0426217          0    1.89641          0    2.83524 
-2004          8         10     3.3775     3.4049  0.0274031          0    1.13689          0     2.8448 
-2004          8         11    3.38801     3.4155  0.0274883          0    1.13853          0    2.85438 
-2004          8         12    3.25799    3.28443  0.0264335          0    1.14523          0    2.86359 
-2004          8         13    5.58683    5.63216  0.0453283          0    2.01137          0    2.87938 
-2004          8         14    6.90926    6.96532  0.0560578          0    2.46445          0    2.89889 
-2004          8         15    7.21049    7.26899  0.0585018          0    2.56796          0    2.91922 
-2004          8         16    3.25032    3.27669  0.0263712          0    1.10136          0    2.92838 
-2004          8         17    6.96084    7.01732  0.0564763          0    2.59158          0    2.94799 
-2004          8         18    6.77999      6.835   0.055009          0    2.45192          0    2.96706 
-2004          8         19    5.52549    5.57032  0.0448307          0    2.16076          0    2.98259 
-2004          8         20    6.33074     6.3821   0.051364          0    2.38019          0    3.00037 
-2004          8         21    5.35456    5.39801  0.0434438          0    2.06476          0     3.0154 
-2004          8         22    6.92359    6.97977  0.0561741          0    2.75626          0    3.03482 
-2004          8         23    6.35538    6.40694  0.0515639          0    2.44008          0    3.05262 
-2004          8         24    5.80858    5.85571  0.0471275          0     2.0991          0    3.06888 
-2004          8         25    5.63033    5.67601  0.0456813          0    2.16076          0    3.08463 
-2004          8         26    7.26043    7.31934   0.058907          0    2.91043          0    3.10493 
-2004          8         27    9.21746    9.29224  0.0747852          0    3.34098          0    3.13067 
-2004          8         28    7.95976    8.02434  0.0645809          0    3.11338          0    3.15287 
-2004          8         29    6.08143    6.13077  0.0493412          0    2.42232          0    3.16982 
-2004          8         30    5.92286    5.97092  0.0480547          0    2.25034          0    3.18631 
-2004          8         31    7.16622    7.22437  0.0581426          0    2.77746          0    3.20625 
-2004          9          1    7.28461    7.34371  0.0591031          0    2.90261          0     3.2265 
-2004          9          2    6.41348    6.46576  0.0522859          0    2.58194          0    3.22885 
-2004          9          3    6.35508    6.40689  0.0518098          0    2.57954          0     3.2465 
-2004          9          4    6.45932    6.51198  0.0526596          0    2.64929          0    3.26443 
-2004          9          5    6.04592    6.09521  0.0492894          0    2.34653          0     3.2812 
-2004          9          6    7.02047     7.0777  0.0572344          0    2.84798          0    3.30066 
-2004          9          7    7.29119    7.35063  0.0594414          0    2.67201          0    3.30066 
-2004          9          8    7.08666    7.14444   0.057774          0    2.80344          0    3.30066 
-2004          9          9    6.48682    6.53971  0.0528838          0    2.82741          0    3.30066 
-2004          9         10    5.91741    5.96565  0.0482417          0    2.31453          0    3.30066 
-2004          9         11    4.13817     4.1719  0.0337364          0    1.42809          0    3.30066 
-2004          9         12     4.9883    5.02897  0.0406672          0    2.10342          0    3.30066 
-2004          9         13    3.26918    3.29583   0.026652          0     1.2275          0    3.30066 
-2004          9         14    4.30193      4.337  0.0350715          0    1.72153          0    3.30066 
-2004          9         15    4.13043     4.1641  0.0336733          0    1.70998          0    3.30066 
-2004          9         16    5.21121     5.2537  0.0424844          0    2.22254          0    3.30066 
-2004          9         17    5.27874    5.32178  0.0430349          0    2.32477          0    3.30066 
-2004          9         18    2.88292    2.90643  0.0235031          0    1.22803          0    3.30066 
-2004          9         19    4.70494    4.74329   0.038357          0    1.92394          0    3.30066 
-2004          9         20     1.0721    1.08084 0.00874031          0   0.442005          0    3.30066 
-2004          9         21    2.88922    2.91277  0.0235544          0    1.29853          0    3.30066 
-2004          9         22    1.06211    1.07077 0.00865889          0   0.426456          0    3.30066 
-2004          9         23    2.41145     2.4311  0.0196593          0   0.920472          0    3.30066 
-2004          9         24    3.75288    3.78347  0.0305954          0    1.59841          0    3.30066 
-2004          9         25    2.89743    2.92105  0.0236213          0    1.25582          0    3.30066 
-2004          9         26    4.61396    4.65157  0.0376153          0    1.74826          0    3.30066 
-2004          9         27     2.3914    2.41089  0.0194959          0   0.859052          0    3.30066 
-2004          9         28    1.55794    1.57065  0.0127011          0   0.558622          0    3.30066 
-2004          9         29    3.19445    3.22049  0.0260427          0    1.26809          0    3.30066 
-2004          9         30    2.14694    2.16444  0.0175029          0   0.879053          0    3.30066 
-2004         10          1    3.68053    3.71054  0.0300055          0    1.35371          0    3.30066 
-2004         10          2    3.36039    3.38787  0.0274873          0    1.42242          0    3.22526 
-2004         10          3    2.95685    2.98104  0.0241865          0    1.21543          0    3.16089 
-2004         10          4    2.43554    2.45546  0.0199222          0   0.949149          0    3.09651 
-2004         10          5    1.34794    1.35897  0.0110259          0   0.532072          0    3.03213 
-2004         10          6    3.35115    3.37856  0.0274118          0    1.43451          0    2.96776 
-2004         10          7    2.18718    2.20507  0.0178907          0   0.989898          0    2.90338 
-2004         10          8      2.598    2.61925  0.0212511          0    1.14348          0      2.839 
-2004         10          9    3.16151    3.18737  0.0258605          0    1.54571          0    2.77463 
-2004         10         10    2.78209    2.80484  0.0227569          0    1.44643          0    2.71025 
-2004         10         11    2.61901    2.64043   0.021423          0    1.46173          0    2.64587 
-2004         10         12    2.56948     2.5905  0.0210178          0    1.27222          0     2.5815 
-2004         10         13    2.52489    2.54554  0.0206531          0    1.12907          0    2.51712 
-2004         10         14    1.39455    1.40596  0.0114072          0   0.660876          0    2.45274 
-2004         10         15    1.71419    1.72821  0.0140217          0   0.927086          0    2.38837 
-2004         10         16   0.562476   0.567077 0.00460094          0   0.351656          0    2.32399 
-2004         10         17     1.0693    1.07805 0.00874669          0   0.612407          0    2.25962 
-2004         10         18    1.96349    1.97956   0.016061          0    1.01951          0    2.19524 
-2004         10         19    2.84358    2.86684  0.0232599          0     1.4111          0    2.13086 
-2004         10         20    1.09722     1.1062 0.00897508          0   0.437653          0    2.06649 
-2004         10         21    2.65898    2.68073  0.0217499          0    1.32392          0    2.00211 
-2004         10         22    2.62359    2.64505  0.0214604          0    1.26944          0    1.93773 
-2004         10         23   0.884224   0.891457 0.00723278          0   0.401547          0    1.87336 
-2004         10         24   0.836917   0.843762 0.00684581          0   0.386038          0    1.80898 
-2004         10         25    1.22914    1.23919  0.0100541          0   0.619319          0     1.7446 
-2004         10         26    1.37709    1.38836  0.0112643          0   0.782561          0    1.68023 
-2004         10         27    1.30222    1.31287  0.0106519          0   0.809755          0    1.61585 
-2004         10         28    1.75129    1.76562  0.0143252          0   0.862961          0    1.55147 
-2004         10         29    1.20333    1.21317 0.00984301          0   0.618176          0     1.4871 
-2004         10         30    1.44833    1.46017   0.011847          0   0.818938          0    1.42272 
-2004         10         31   0.600698   0.605612 0.00491359          0   0.381672          0    1.35834 
-2004         11          1   0.646209   0.651495 0.00528586          0   0.486282          0    1.29397 
-2004         11          2   0.599599   0.604511 0.00491194          0    0.42319          0    1.22775 
-2004         11          3   0.675494   0.681028 0.00553368          0   0.444438          0    1.16347 
-2004         11          4   0.878548   0.885745  0.0071971          0   0.575731          0    1.09919 
-2004         11          5   0.930036   0.937655  0.0076189          0   0.709802          0    1.03491 
-2004         11          6   0.393336   0.396558 0.00322222          0   0.283828          0   0.970633 
-2004         11          7   0.822044   0.828778 0.00673422          0   0.669572          0   0.906353 
-2004         11          8    0.27301   0.275247 0.00223651          0   0.266251          0   0.842072 
-2004         11          9   0.575424   0.580138  0.0047139          0    0.81052          0   0.777792 
-2004         11         10   0.210009   0.211729  0.0017204          0    0.23274          0   0.713512 
-2004         11         11     0.1856   0.187121 0.00152044          0   0.263417          0   0.649231 
-2004         11         12   0.389454   0.392644 0.00319042          0   0.456421          0   0.584951 
-2004         11         13    0.42595    0.42944  0.0034894          0   0.511425          0   0.520671 
-2004         11         14   0.452671   0.456379  0.0037083          0   0.554087          0    0.45639 
-2004         11         15  0.0653519  0.0658872 0.000535365          0  0.0891466          0    0.39211 
-2004         11         16   0.166771   0.168137 0.00136619          0    0.17585          0    0.32783 
-2004         11         17   0.183961   0.185468 0.00150702          0    0.19057          0   0.263549 
-2004         11         18   0.134314   0.135414  0.0011003          0   0.168812          0   0.199269 
-2004         11         19  0.0953123  0.0960931 0.000780802          0   0.219756          0   0.134989 
-2004         11         20   0.072152  0.0727431 0.000591073          0   0.212816          0  0.0707083 
-2004         11         21          0          0          0          0          0          0          0 
-2004         11         22          0          0          0          0          0          0          0 
-2004         11         23          0          0          0          0          0          0          0 
-2004         11         24          0          0          0          0          0          0          0 
-2004         11         25          0          0          0          0          0          0          0 
-2004         11         26          0          0          0          0          0          0          0 
-2004         11         27          0          0          0          0          0          0          0 
-2004         11         28          0          0          0          0          0          0          0 
-2004         11         29          0          0          0          0          0          0          0 
-2004         11         30          0          0          0          0          0          0          0 
-2004         12          1          0          0          0          0          0          0          0 
-2004         12          2          0          0          0          0          0          0          0 
-2004         12          3          0          0          0          0          0          0          0 
-2004         12          4          0          0          0          0          0          0          0 
-2004         12          5          0          0          0          0          0          0          0 
-2004         12          6          0          0          0          0          0          0          0 
-2004         12          7          0          0          0          0          0          0          0 
-2004         12          8          0          0          0          0          0          0          0 
-2004         12          9          0          0          0          0          0          0          0 
-2004         12         10          0          0          0          0          0          0          0 
-2004         12         11          0          0          0          0          0          0          0 
-2004         12         12          0          0          0          0          0          0          0 
-2004         12         13          0          0          0          0          0          0          0 
-2004         12         14          0          0          0          0          0          0          0 
-2004         12         15          0          0          0          0          0          0          0 
-2004         12         16          0          0          0          0          0          0          0 
-2004         12         17          0          0          0          0          0          0          0 
-2004         12         18          0          0          0          0          0          0          0 
-2004         12         19          0          0          0          0          0          0          0 
-2004         12         20          0          0          0          0          0          0          0 
-2004         12         21          0          0          0          0          0          0          0 
-2004         12         22          0          0          0          0          0          0          0 
-2004         12         23          0          0          0          0          0          0          0 
-2004         12         24          0          0          0          0          0          0          0 
-2004         12         25          0          0          0          0          0          0          0 
-2004         12         26          0          0          0          0          0          0          0 
-2004         12         27          0          0          0          0          0          0          0 
-2004         12         28          0          0          0          0          0          0          0 
-2004         12         29          0          0          0          0          0          0          0 
-2004         12         30          0          0          0          0          0          0          0 
-2004         12         31          0          0          0          0          0          0          0 

-YEAR      MONTH        DAY     GPP(0)   GPP(tot)     NPP(0)   NPP(tot)      ET(0)    ET(tot)     LAI(0)

-2005          1          1          0          0          0          0          0          0          0 
-2005          1          2          0          0          0          0          0          0          0 
-2005          1          3          0          0          0          0          0          0          0 
-2005          1          4          0          0          0          0          0          0          0 
-2005          1          5          0          0          0          0          0          0          0 
-2005          1          6          0          0          0          0          0          0          0 
-2005          1          7          0          0          0          0          0          0          0 
-2005          1          8          0          0          0          0          0          0          0 
-2005          1          9          0          0          0          0          0          0          0 
-2005          1         10          0          0          0          0          0          0          0 
-2005          1         11          0          0          0          0          0          0          0 
-2005          1         12          0          0          0          0          0          0          0 
-2005          1         13          0          0          0          0          0          0          0 
-2005          1         14          0          0          0          0          0          0          0 
-2005          1         15          0          0          0          0          0          0          0 
-2005          1         16          0          0          0          0          0          0          0 
-2005          1         17          0          0          0          0          0          0          0 
-2005          1         18          0          0          0          0          0          0          0 
-2005          1         19          0          0          0          0          0          0          0 
-2005          1         20          0          0          0          0          0          0          0 
-2005          1         21          0          0          0          0          0          0          0 
-2005          1         22          0          0          0          0          0          0          0 
-2005          1         23          0          0          0          0          0          0          0 
-2005          1         24          0          0          0          0          0          0          0 
-2005          1         25          0          0          0          0          0          0          0 
-2005          1         26          0          0          0          0          0          0          0 
-2005          1         27          0          0          0          0          0          0          0 
-2005          1         28          0          0          0          0          0          0          0 
-2005          1         29          0          0          0          0          0          0          0 
-2005          1         30          0          0          0          0          0          0          0 
-2005          1         31          0          0          0          0          0          0          0 
-2005          2          1          0          0          0          0          0          0          0 
-2005          2          2          0          0          0          0          0          0          0 
-2005          2          3          0          0          0          0          0          0          0 
-2005          2          4          0          0          0          0          0          0          0 
-2005          2          5          0          0          0          0          0          0          0 
-2005          2          6          0          0          0          0          0          0          0 
-2005          2          7          0          0          0          0          0          0          0 
-2005          2          8          0          0          0          0          0          0          0 
-2005          2          9          0          0          0          0          0          0          0 
-2005          2         10          0          0          0          0          0          0          0 
-2005          2         11          0          0          0          0          0          0          0 
-2005          2         12          0          0          0          0          0          0          0 
-2005          2         13          0          0          0          0          0          0          0 
-2005          2         14          0          0          0          0          0          0          0 
