Month	n_days		Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI
1	29	29	5.25	-1.27	0.55	-2.90	0.17	-9999	2.70	-9999	-9999
1	30	30	5.17	-3.26	-2.20	-4.15	0.06	-9999	4.60	-9999	-9999
1	31	31	3.69	-5.39	-4.35	-7.20	0.04	-9999	3.40	-9999	-9999
2	1	32	3.97	-8.74	-7.55	-9.55	0.04	-9999	0.80	-9999	-9999
2	2	33	3.42	-6.49	-1.85	-10.10	0.13	-9999	0.50	-9999	-9999
2	3	34	6.25	0.90	2.95	-1.40	0.25	-9999	1.70	-9999	-9999
2	4	35	1.83	-2.57	1.40	-4.65	0.06	-9999	2.60	-9999	-9999
2	5	36	2.29	-4.77	-4.10	-5.85	0.06	-9999	5.20	-9999	-9999
2	6	37	1.89	-5.91	-4.70	-7.10	0.07	-9999	1.70	-9999	-9999
2	7	38	5.61	-5.75	-4.20	-7.20	0.11	-9999	1.40	-9999	-9999
2	8	39	1.67	-4.37	-3.70	-5.00	0.00	-9999	9.40	-9999	-9999
2	9	40	10.91	-5.95	-4.15	-7.25	0.00	-9999	0.00	-9999	-9999
2	10	41	11.52	-6.65	-5.15	-8.05	0.00	-9999	0.00	-9999	-9999
2	11	42	1.80	-7.23	-6.65	-8.45	0.01	-9999	0.00	-9999	-9999
2	12	43	11.68	-7.97	-6.05	-9.75	0.03	-9999	0.00	-9999	-9999
2	13	44	11.78	-6.17	-2.15	-8.20	0.20	-9999	0.00	-9999	-9999
2	14	45	12.24	-6.20	-4.10	-7.70	0.20	-9999	0.00	-9999	-9999
2	15	46	5.97	-7.62	-6.50	-8.40	0.15	-9999	0.00	-9999	-9999
2	16	47	3.76	-7.80	-6.90	-8.40	0.01	-9999	1.50	-9999	-9999
2	17	48	11.82	-7.29	-4.30	-9.65	0.06	-9999	0.00	-9999	-9999
2	18	49	13.07	-7.81	-4.70	-10.40	0.16	-9999	0.00	-9999	-9999
2	19	50	12.68	-6.62	-3.95	-8.85	0.13	-9999	0.00	-9999	-9999
2	20	51	13.10	-1.47	2.90	-6.20	0.23	-9999	0.00	-9999	-9999
2	21	52	13.68	-0.38	4.60	-6.70	0.24	-9999	0.00	-9999	-9999
2	22	53	13.91	-0.56	2.85	-2.40	0.28	-9999	0.00	-9999	-9999
2	23	54	14.18	0.41	3.45	-3.00	0.39	-9999	0.00	-9999	-9999
2	24	55	14.51	2.71	5.55	-0.30	0.42	-9999	0.00	-9999	-9999
2	25	56	14.78	5.72	9.60	3.55	0.50	-9999	0.00	-9999	-9999
2	26	57	14.90	5.62	8.65	3.15	0.47	-9999	1.50	-9999	-9999
2	27	58	14.93	5.22	6.50	4.40	0.46	-9999	0.00	-9999	-9999
2	28	59	13.95	5.48	7.10	4.25	0.40	-9999	0.00	-9999	-9999
3	1	61	7.72	5.66	6.75	4.30	0.30	-9999	0.00	-9999	-9999
3	2	62	7.56	4.31	6.40	2.65	0.16	-9999	0.80	-9999	-9999
3	3	63	2.78	0.93	2.20	0.20	0.04	-9999	7.10	-9999	-9999
3	4	64	5.77	1.15	2.55	0.20	0.07	-9999	0.00	-9999	-9999
3	5	65	12.80	3.01	6.43	0.15	0.25	-9999	0.00	-9999	-9999
3	6	66	10.98	-0.39	2.95	-3.35	0.09	-9999	0.00	-9999	-9999
3	7	67	1.41	-0.07	0.50	-0.40	0.00	-9999	10.20	-9999	-9999
3	8	68	6.93	1.59	3.30	-0.85	0.13	-9999	0.00	-9999	-9999
3	9	69	6.97	4.14	7.70	2.35	0.23	-9999	3.50	-9999	-9999
3	10	70	16.47	8.96	11.35	3.75	0.39	-9999	0.00	-9999	-9999
3	11	71	10.77	12.31	15.00	10.15	0.47	-9999	0.00	-9999	-9999
3	12	72	1.91	7.29	13.90	0.80	0.22	-9999	19.90	-9999	-9999
3	13	73	2.82	-1.40	1.50	-3.55	0.07	-9999	11.20	-9999	-9999
3	14	74	4.00	-4.87	-3.75	-5.70	0.04	-9999	5.30	-9999	-9999
3	15	75	4.55	-4.00	-3.45	-4.55	0.01	-9999	1.80	-9999	-9999
3	16	76	4.99	-2.34	-0.90	-3.65	0.08	-9999	0.10	-9999	-9999
3	17	77	17.48	1.12	4.25	-1.40	0.22	-9999	0.00	-9999	-9999
3	18	78	10.89	0.49	3.00	-2.15	0.13	-9999	0.00	-9999	-9999
3	19	79	12.65	3.08	5.70	0.95	0.23	-9999	0.00	-9999	-9999
3	20	80	16.53	4.46	6.90	1.05	0.25	-9999	0.00	-9999	-9999
3	21	81	10.59	-1.21	1.95	-3.25	0.17	-9999	0.00	-9999	-9999
3	22	82	19.44	-2.98	1.10	-7.65	0.33	-9999	0.00	-9999	-9999
3	23	83	19.55	2.76	7.55	-3.50	0.42	-9999	0.00	-9999	-9999
3	24	84	19.23	8.49	11.75	5.50	0.46	-9999	0.00	-9999	-9999
3	25	85	18.59	9.82	12.20	7.85	0.41	-9999	0.00	-9999	-9999
3	26	86	16.67	9.84	12.50	7.40	0.35	-9999	0.00	-9999	-9999
3	27	87	18.08	12.00	14.90	9.60	0.40	-9999	0.00	-9999	-9999
3	28	88	15.61	11.77	13.65	9.80	0.38	-9999	0.00	-9999	-9999
3	29	89	8.34	10.81	11.75	9.70	0.33	-9999	0.00	-9999	-9999
3	30	90	10.12	10.19	12.75	8.20	0.17	-9999	4.80	-9999	-9999
3	31	91	2.22	5.60	10.00	3.50	0.12	-9999	9.80	-9999	-9999
4	1	92	20.73	6.78	11.50	0.70	0.39	-9999	0.00	-9999	-9999
4	2	93	5.99	4.09	11.05	-0.15	0.16	-9999	7.10	-9999	-9999
4	3	94	5.37	-0.33	0.50	-1.10	0.01	-9999	8.10	-9999	-9999
4	4	95	7.91	-0.62	0.55	-1.55	0.06	-9999	2.40	-9999	-9999
4	5	96	1.59	0.79	2.60	-0.55	0.14	-9999	3.70	-9999	-9999
4	6	97	9.71	-5.14	-1.45	-6.55	0.15	-9999	4.70	-9999	-9999
4	7	98	6.02	-7.55	-6.45	-9.20	0.05	-9999	9.00	-9999	-9999
4	8	99	13.74	-4.86	-2.00	-6.70	0.18	-9999	0.00	-9999	-9999
4	9	100	10.43	-3.48	-1.30	-6.00	0.10	-9999	0.50	-9999	-9999
4	10	101	9.72	1.77	5.50	-1.95	0.19	-9999	1.50	-9999	-9999
4	11	102	16.69	0.89	3.35	-2.15	0.25	-9999	0.00	-9999	-9999
4	12	103	12.95	4.64	7.20	1.70	0.26	-9999	0.00	-9999	-9999
4	13	104	13.24	6.58	8.75	4.65	0.22	-9999	0.00	-9999	-9999
4	14	105	22.54	8.64	13.70	3.60	0.30	-9999	0.00	-9999	-9999
4	15	106	21.95	9.79	13.15	6.35	0.28	-9999	0.00	-9999	-9999
4	16	107	21.16	10.59	15.38	7.85	0.30	-9999	0.00	-9999	-9999
4	17	108	21.37	8.86	11.40	5.60	0.28	-9999	0.00	-9999	-9999
4	18	109	10.96	5.26	8.30	0.45	0.18	-9999	9.70	-9999	-9999
4	19	110	16.27	4.62	8.50	0.15	0.17	-9999	0.00	-9999	-9999
4	20	111	22.75	11.31	14.95	8.10	0.40	-9999	0.00	-9999	-9999
4	21	112	16.06	10.68	12.85	8.30	0.35	-9999	0.00	-9999	-9999
4	22	113	12.04	8.57	10.80	7.25	0.22	-9999	1.30	-9999	-9999
4	23	114	15.21	8.84	12.20	6.90	0.22	-9999	0.90	-9999	-9999
4	24	115	13.97	8.69	11.20	6.20	0.29	-9999	0.30	-9999	-9999
4	25	116	22.51	11.70	14.55	8.55	0.36	-9999	0.00	-9999	-9999
4	26	117	20.95	15.51	20.25	10.35	0.35	-9999	8.10	-9999	-9999
4	27	118	10.05	9.08	11.05	6.70	0.20	-9999	5.00	-9999	-9999
4	28	119	20.15	14.07	18.55	9.65	0.39	-9999	0.00	-9999	-9999
4	29	120	21.27	17.04	18.85	15.00	0.37	-9999	0.00	-9999	-9999
4	30	121	15.35	18.76	23.50	14.95	0.34	-9999	0.00	-9999	-9999
5	1	122	14.26	11.16	13.65	8.50	0.21	-9999	0.20	-9999	-9999
5	2	123	18.97	14.54	19.65	11.05	0.22	-9999	0.40	-9999	-9999
5	3	124	11.41	10.08	15.35	5.85	0.23	-9999	9.60	-9999	-9999
5	4	125	24.82	14.58	19.35	8.80	0.39	-9999	0.00	-9999	-9999
5	5	126	24.67	20.55	24.95	15.00	0.43	-9999	0.00	-9999	-9999
5	6	127	23.37	24.05	26.50	21.25	0.48	-9999	0.00	-9999	-9999
5	7	128	23.31	19.47	23.70	15.65	0.28	-9999	0.00	-9999	-9999
5	8	129	20.62	20.99	23.55	18.05	0.30	-9999	0.10	-9999	-9999
5	9	130	16.99	15.60	20.45	10.60	0.17	-9999	4.60	-9999	-9999
5	10	131	18.07	14.01	16.55	11.00	0.16	-9999	0.20	-9999	-9999
5	11	132	10.66	12.35	15.10	10.05	0.09	-9999	7.70	-9999	-9999
5	12	133	12.34	13.12	14.40	11.55	0.13	-9999	3.20	-9999	-9999
5	13	134	10.64	9.88	14.15	3.15	0.04	-9999	26.40	-9999	-9999
5	14	135	6.72	3.10	4.90	1.10	0.04	-9999	16.20	-9999	-9999
5	15	136	16.11	3.91	6.35	2.25	0.11	-9999	2.80	-9999	-9999
5	16	137	23.72	7.89	11.50	3.25	0.24	-9999	0.00	-9999	-9999
5	17	138	19.69	13.19	16.40	9.35	0.32	-9999	0.00	-9999	-9999
5	18	139	18.92	12.50	14.70	8.65	0.19	-9999	0.10	-9999	-9999
5	19	140	17.56	16.86	21.95	12.20	0.30	-9999	6.30	-9999	-9999
5	20	141	2.98	7.44	10.55	6.00	0.06	-9999	25.80	-9999	-9999
5	21	142	12.15	5.88	7.70	5.00	0.08	-9999	15.90	-9999	-9999
5	22	143	14.40	7.83	10.85	5.40	0.14	-9999	0.10	-9999	-9999
5	23	144	13.51	11.55	14.80	7.70	0.13	-9999	0.20	-9999	-9999
5	24	145	26.48	18.07	22.70	12.30	0.38	-9999	0.00	-9999	-9999
5	25	146	24.21	16.60	18.30	14.35	0.20	-9999	0.00	-9999	-9999
5	26	147	10.66	14.43	16.00	13.00	0.04	-9999	0.00	-9999	-9999
5	27	148	11.78	14.71	16.75	12.80	0.06	-9999	1.20	-9999	-9999
5	28	149	13.83	15.50	17.70	13.35	0.09	-9999	1.00	-9999	-9999
5	29	150	20.11	16.08	19.30	13.20	0.12	-9999	0.10	-9999	-9999
5	30	151	25.60	17.40	20.65	14.25	0.20	-9999	0.00	-9999	-9999
5	31	152	18.99	17.46	20.70	12.75	0.20	-9999	7.50	-9999	-9999
6	1	153	18.93	15.31	18.15	13.55	0.21	-9999	7.60	-9999	-9999
6	2	154	19.45	16.33	18.80	13.90	0.22	-9999	0.00	-9999	-9999
6	3	155	20.80	17.93	20.80	14.25	0.18	-9999	0.00	-9999	-9999
6	4	156	24.39	21.39	24.30	17.95	0.30	-9999	0.00	-9999	-9999
6	5	157	23.66	21.84	26.00	17.45	0.31	-9999	2.60	-9999	-9999
6	6	158	15.38	17.99	19.30	15.85	0.11	-9999	0.60	-9999	-9999
6	7	159	12.66	18.20	20.65	16.45	0.08	-9999	1.30	-9999	-9999
6	8	160	24.54	22.00	25.80	18.30	0.27	-9999	51.70	-9999	-9999
6	9	161	14.65	17.04	19.25	14.30	0.07	-9999	18.80	-9999	-9999
6	10	162	25.84	21.37	24.15	17.40	0.25	-9999	0.00	-9999	-9999
6	11	163	22.88	23.20	24.70	21.05	0.30	-9999	0.00	-9999	-9999
6	12	164	25.96	23.50	26.35	19.70	0.26	-9999	0.00	-9999	-9999
6	13	165	20.81	21.11	24.50	19.50	0.22	-9999	0.10	-9999	-9999
6	14	166	19.91	19.15	22.40	14.55	0.12	-9999	7.60	-9999	-9999
6	15	167	15.13	16.38	17.75	14.15	0.09	-9999	5.10	-9999	-9999
6	16	168	12.41	16.96	17.85	16.10	0.16	-9999	0.90	-9999	-9999
6	17	169	23.60	17.88	20.15	15.00	0.24	-9999	0.00	-9999	-9999
6	18	170	10.94	15.20	19.35	12.10	0.11	-9999	14.10	-9999	-9999
6	19	171	6.29	13.77	15.05	12.75	0.06	-9999	6.00	-9999	-9999
6	20	172	6.18	15.32	17.25	13.35	0.12	-9999	7.30	-9999	-9999
6	21	173	23.66	13.99	16.45	11.90	0.29	-9999	0.00	-9999	-9999
6	22	174	25.15	16.47	19.85	12.20	0.29	-9999	0.00	-9999	-9999
6	23	175	25.70	23.33	28.10	18.30	0.41	-9999	0.00	-9999	-9999
6	24	176	19.32	20.76	22.80	18.85	0.22	-9999	1.80	-9999	-9999
6	25	177	23.96	19.43	21.50	17.75	0.24	-9999	0.00	-9999	-9999
6	26	178	22.96	17.58	20.20	13.95	0.26	-9999	0.00	-9999	-9999
6	27	179	17.46	15.49	18.35	12.95	0.17	-9999	0.70	-9999	-9999
6	28	180	15.54	15.67	19.00	11.05	0.18	-9999	8.20	-9999	-9999
6	29	181	20.72	19.26	22.05	16.50	0.23	-9999	0.30	-9999	-9999
6	30	182	24.18	23.47	26.55	19.90	0.36	-9999	0.00	-9999	-9999
7	1	183	13.56	16.81	24.20	10.50	0.16	-9999	8.30	-9999	-9999
7	2	184	20.69	14.80	17.80	10.90	0.29	-9999	0.00	-9999	-9999
7	3	185	10.35	12.82	15.20	11.05	0.12	-9999	9.10	-9999	-9999
7	4	186	10.55	11.84	13.05	10.25	0.12	-9999	3.50	-9999	-9999
7	5	187	11.86	11.22	13.05	9.90	0.07	-9999	7.70	-9999	-9999
7	6	188	16.92	13.81	15.70	12.00	0.15	-9999	0.00	-9999	-9999
7	7	189	22.93	15.30	18.65	12.80	0.23	-9999	0.00	-9999	-9999
7	8	190	13.68	15.65	17.75	13.10	0.22	-9999	0.00	-9999	-9999
7	9	191	16.80	15.73	19.00	13.10	0.23	-9999	11.10	-9999	-9999
7	10	192	11.82	15.41	18.15	12.95	0.16	-9999	0.30	-9999	-9999
7	11	193	24.42	16.84	19.80	12.10	0.27	-9999	0.00	-9999	-9999
7	12	194	13.35	18.59	20.90	16.80	0.24	-9999	0.60	-9999	-9999
7	13	195	14.96	15.11	17.45	13.25	0.22	-9999	0.00	-9999	-9999
7	14	196	26.54	15.36	18.65	12.10	0.29	-9999	0.00	-9999	-9999
7	15	197	25.95	18.81	22.55	14.85	0.33	-9999	0.00	-9999	-9999
7	16	198	25.06	21.90	25.80	18.45	0.33	-9999	0.00	-9999	-9999
7	17	199	18.66	17.97	23.75	12.40	0.16	-9999	18.80	-9999	-9999
7	18	200	16.81	15.86	18.45	13.40	0.20	-9999	0.00	-9999	-9999
7	19	201	26.12	18.80	21.95	15.95	0.33	-9999	0.00	-9999	-9999
7	20	202	25.34	21.10	24.30	17.20	0.33	-9999	0.00	-9999	-9999
7	21	203	23.57	21.81	26.85	16.58	0.30	-9999	23.30	-9999	-9999
7	22	204	23.64	21.94	26.02	17.66	0.31	-9999	0.20	-9999	-9999
7	23	205	10.12	17.86	20.06	16.58	0.14	-9999	0.10	-9999	-9999
7	24	206	18.92	18.63	23.70	12.95	0.19	-9999	16.10	-9999	-9999
7	25	207	15.07	15.18	18.45	11.80	0.14	-9999	4.80	-9999	-9999
7	26	208	18.79	20.32	23.60	16.20	0.31	-9999	0.00	-9999	-9999
7	27	209	24.38	24.51	29.80	18.05	0.37	-9999	0.00	-9999	-9999
7	28	210	10.71	16.50	17.75	14.00	0.13	-9999	17.80	-9999	-9999
7	29	211	9.45	13.15	15.10	10.20	0.16	-9999	3.20	-9999	-9999
7	30	212	15.33	16.04	18.05	13.70	0.27	-9999	0.00	-9999	-9999
7	31	213	3.38	13.92	16.65	11.95	0.13	-9999	46.50	-9999	-9999
8	1	214	12.65	15.60	19.10	13.40	0.05	-9999	30.90	-9999	-9999
8	2	215	23.02	20.40	23.00	17.65	0.21	-9999	0.00	-9999	-9999
8	3	216	23.80	22.84	25.30	19.55	0.29	-9999	0.00	-9999	-9999
8	4	217	22.51	24.64	26.55	22.10	0.34	-9999	0.00	-9999	-9999
8	5	218	21.32	24.41	25.90	22.40	0.30	-9999	0.00	-9999	-9999
8	6	219	17.49	22.11	23.70	19.75	0.22	-9999	0.00	-9999	-9999
8	7	220	23.65	20.93	23.05	18.25	0.26	-9999	0.00	-9999	-9999
8	8	221	22.51	23.53	25.80	21.00	0.40	-9999	0.00	-9999	-9999
8	9	222	18.89	22.46	24.60	19.70	0.37	-9999	0.00	-9999	-9999
8	10	223	21.34	24.07	26.30	21.85	0.38	-9999	0.00	-9999	-9999
8	11	224	22.28	21.40	23.75	17.80	0.30	-9999	0.00	-9999	-9999
8	12	225	22.90	23.31	25.80	19.85	0.38	-9999	0.00	-9999	-9999
8	13	226	22.07	26.85	29.65	24.50	0.42	-9999	0.20	-9999	-9999
8	14	227	11.66	22.51	26.70	17.85	0.32	-9999	5.70	-9999	-9999
8	15	228	11.55	17.75	20.40	14.55	0.20	-9999	8.40	-9999	-9999
8	16	229	17.85	18.72	21.05	16.00	0.16	-9999	0.00	-9999	-9999
8	17	230	18.52	21.29	24.00	18.45	0.23	-9999	0.00	-9999	-9999
8	18	231	18.57	20.59	24.80	15.50	0.26	-9999	8.80	-9999	-9999
8	19	232	15.74	17.78	19.40	15.95	0.21	-9999	0.40	-9999	-9999
8	20	233	17.97	19.77	22.45	16.85	0.27	-9999	0.00	-9999	-9999
8	21	234	19.33	19.93	21.90	17.15	0.22	-9999	0.00	-9999	-9999
8	22	235	14.49	20.49	22.30	18.70	0.22	-9999	0.00	-9999	-9999
8	23	236	21.81	21.15	23.65	19.10	0.32	-9999	0.00	-9999	-9999
8	24	237	21.94	19.62	22.25	17.20	0.30	-9999	0.00	-9999	-9999
8	25	238	18.34	15.86	18.60	12.05	0.21	-9999	0.00	-9999	-9999
8	26	239	22.38	18.39	21.30	14.85	0.35	-9999	0.00	-9999	-9999
8	27	240	19.13	19.74	21.95	17.25	0.36	-9999	0.60	-9999	-9999
8	28	241	20.06	19.66	22.80	16.05	0.28	-9999	0.00	-9999	-9999
8	29	242	11.29	18.95	26.25	12.20	0.21	-9999	6.10	-9999	-9999
8	30	243	10.97	14.60	17.45	12.05	0.19	-9999	2.00	-9999	-9999
8	31	244	3.44	9.25	12.35	7.65	0.06	-9999	3.00	-9999	-9999
9	1	245	9.98	9.71	11.30	8.00	0.17	-9999	1.60	-9999	-9999
9	2	246	10.26	7.38	8.75	6.00	0.09	-9999	7.30	-9999	-9999
9	3	247	16.72	8.22	10.60	5.95	0.22	-9999	2.60	-9999	-9999
9	4	248	20.90	11.97	14.90	9.15	0.38	-9999	0.00	-9999	-9999
9	5	249	21.22	13.03	16.65	9.30	0.26	-9999	0.00	-9999	-9999
9	6	250	16.05	14.21	16.10	11.75	0.17	-9999	0.00	-9999	-9999
9	7	251	11.96	15.64	17.80	13.90	0.21	-9999	0.00	-9999	-9999
9	8	252	10.21	14.41	15.50	12.30	0.16	-9999	1.60	-9999	-9999
9	9	253	12.01	14.20	16.50	12.00	0.16	-9999	0.10	-9999	-9999
9	10	254	6.37	11.65	13.45	9.80	0.13	-9999	14.60	-9999	-9999
9	11	255	3.25	9.21	12.15	7.00	0.15	-9999	4.60	-9999	-9999
9	12	256	3.14	8.57	9.80	7.35	0.03	-9999	14.40	-9999	-9999
9	13	257	3.20	8.79	9.65	8.00	0.01	-9999	10.30	-9999	-9999
9	14	258	9.31	9.56	11.50	7.70	0.14	-9999	1.40	-9999	-9999
9	15	259	19.36	11.23	13.75	8.70	0.22	-9999	0.00	-9999	-9999
9	16	260	18.37	12.79	15.65	10.05	0.19	-9999	0.00	-9999	-9999
9	17	261	17.67	14.86	17.20	12.25	0.25	-9999	0.00	-9999	-9999
9	18	262	18.33	18.14	20.65	15.35	0.34	-9999	0.00	-9999	-9999
9	19	263	18.11	19.58	21.55	17.00	0.31	-9999	0.00	-9999	-9999
9	20	264	18.19	20.39	23.10	18.55	0.32	-9999	0.00	-9999	-9999
9	21	265	17.35	19.86	21.40	17.95	0.30	-9999	0.00	-9999	-9999
9	22	266	18.25	20.16	23.20	17.90	0.39	-9999	0.00	-9999	-9999
9	23	267	10.05	14.81	18.75	8.50	0.23	-9999	17.40	-9999	-9999
9	24	268	5.23	7.36	8.35	5.95	0.07	-9999	2.60	-9999	-9999
9	25	269	18.12	7.78	10.75	4.75	0.20	-9999	0.00	-9999	-9999
9	26	270	17.51	12.35	16.20	7.55	0.34	-9999	0.00	-9999	-9999
9	27	271	12.62	14.62	15.60	13.90	0.27	-9999	0.00	-9999	-9999
9	28	272	14.22	14.27	16.55	11.35	0.27	-9999	0.00	-9999	-9999
9	29	273	2.51	9.25	13.70	7.25	0.08	-9999	6.60	-9999	-9999
9	30	274	16.80	8.88	11.70	6.60	0.16	-9999	0.00	-9999	-9999
10	1	275	13.24	12.59	16.40	8.45	0.22	-9999	0.00	-9999	-9999
10	2	276	12.28	16.81	18.35	15.05	0.26	-9999	0.30	-9999	-9999
10	3	277	13.26	15.13	17.65	12.80	0.18	-9999	0.30	-9999	-9999
10	4	278	4.24	11.69	14.30	9.70	0.12	-9999	6.50	-9999	-9999
10	5	279	1.62	5.30	9.50	1.50	0.01	-9999	0.00	-9999	-9999
10	6	280	7.74	3.94	7.70	0.75	0.18	-9999	0.00	-9999	-9999
10	7	281	3.50	5.26	7.40	0.75	0.18	-9999	1.60	-9999	-9999
10	8	282	1.06	2.20	4.60	0.75	0.08	-9999	0.00	-9999	-9999
10	9	283	1.74	5.03	6.35	1.55	0.09	-9999	0.60	-9999	-9999
10	10	284	3.09	8.87	10.40	5.95	0.06	-9999	0.00	-9999	-9999
10	11	285	7.69	10.07	11.45	8.15	0.16	-9999	0.00	-9999	-9999
10	12	286	1.57	7.10	10.05	4.65	0.02	-9999	0.90	-9999	-9999
10	13	287	8.39	4.53	6.15	2.80	0.06	-9999	0.00	-9999	-9999
10	14	288	7.50	2.67	4.00	1.45	0.16	-9999	0.00	-9999	-9999
10	15	289	14.22	2.68	5.40	0.45	0.21	-9999	0.00	-9999	-9999
10	16	290	9.50	1.50	3.00	0.25	0.18	-9999	0.00	-9999	-9999
10	17	291	14.20	1.15	4.30	-2.05	0.17	-9999	0.00	-9999	-9999
10	18	292	14.16	5.34	10.15	1.65	0.42	-9999	0.00	-9999	-9999
10	19	293	13.32	4.79	12.70	2.70	0.19	-9999	0.00	-9999	-9999
10	20	294	6.99	5.51	10.59	2.93	0.19	-9999	1.11	-9999	-9999
10	21	295	3.72	4.58	8.05	1.80	0.07	-9999	0.00	-9999	-9999
10	22	296	3.08	1.34	2.90	-0.40	0.05	-9999	1.30	-9999	-9999
10	23	297	0.80	-1.92	-0.30	-4.15	0.00	-9999	0.00	-9999	-9999
10	24	298	4.35	-4.98	-4.35	-5.50	0.02	-9999	0.00	-9999	-9999
10	25	299	12.37	-2.72	-0.60	-4.95	0.22	-9999	0.00	-9999	-9999
10	26	300	10.43	-0.08	1.70	-1.80	0.27	-9999	0.00	-9999	-9999
10	27	301	7.52	0.76	1.90	-0.75	0.25	-9999	0.00	-9999	-9999
10	28	302	12.21	1.98	5.25	-1.15	0.30	-9999	0.00	-9999	-9999
10	29	303	10.84	6.18	9.30	2.35	0.37	-9999	0.00	-9999	-9999
10	30	304	3.90	3.24	4.60	2.45	0.12	-9999	0.40	-9999	-9999
10	31	305	9.13	8.43	13.10	1.65	0.33	-9999	0.00	-9999	-9999
11	1	306	2.72	8.86	14.00	4.70	0.17	-9999	0.00	-9999	-9999
11	2	307	5.45	5.00	6.80	3.10	0.07	-9999	0.00	-9999	-9999
11	3	308	9.91	9.19	11.90	5.45	0.34	-9999	0.00	-9999	-9999
11	4	309	8.13	8.17	9.50	7.15	0.26	-9999	0.00	-9999	-9999
11	5	310	10.01	5.38	7.35	3.15	0.10	-9999	0.00	-9999	-9999
11	6	311	6.64	1.53	3.85	-0.35	0.09	-9999	0.00	-9999	-9999
11	7	312	3.19	0.66	1.65	-0.40	0.02	-9999	0.00	-9999	-9999
11	8	313	6.57	6.14	10.10	1.50	0.26	-9999	0.00	-9999	-9999
11	9	314	9.65	9.46	12.20	5.30	0.26	-9999	0.00	-9999	-9999
11	10	315	3.29	0.45	6.65	-0.55	0.02	-9999	0.00	-9999	-9999
11	11	316	9.37	-0.80	1.10	-2.35	0.06	-9999	0.00	-9999	-9999
11	12	317	9.36	2.38	6.10	-0.65	0.28	-9999	0.00	-9999	-9999
11	13	318	1.55	1.18	3.85	-0.80	0.08	-9999	0.70	-9999	-9999
11	14	319	2.95	1.29	2.15	-0.75	0.01	-9999	1.11	-9999	-9999
11	15	320	6.05	4.41	5.90	2.10	0.12	-9999	0.70	-9999	-9999
11	16	321	7.75	6.05	10.65	1.85	0.27	-9999	0.00	-9999	-9999
11	17	322	1.54	3.67	11.10	1.40	0.15	-9999	5.69	-9999	-9999
11	18	323	2.83	4.23	6.75	1.10	0.16	-9999	0.00	-9999	-9999
11	19	324	5.88	8.51	10.80	6.90	0.10	-9999	0.00	-9999	-9999
11	20	325	8.11	10.50	13.45	6.75	0.25	-9999	0.00	-9999	-9999
11	21	326	5.27	13.78	15.65	11.65	0.43	-9999	0.00	-9999	-9999
11	22	327	6.87	12.85	15.20	11.60	0.40	-9999	0.00	-9999	-9999
