"year"	"julian.day"	"tavg"	"tmin"	"tmax"	"grad"	"prec"	"vpd"	"wind"	"pressure"
"1996"	141	7.72	5.92	13.12	286.611612	25.5	0.087935	3.951191	910.702083
"1996"	142	9.48	6.06	13.61	1412.345552	21.5	0.184525	3.003038	917.80625
"1996"	143	6.8	4.85	9.3	1360.464905	8.6	0.17868	3.591702	920.422917
"1996"	144	9.39	5	12.16	1089.22273	0	0.24207	2.472383	918.991667
"1996"	145	14.55	9.11	19.95	2450.839478	0.1	0.247948	2.001944	916.358333
"1996"	146	14.95	9.83	20.43	1455.120187	16.6	0.220105	3.58398	911.822917
"1996"	147	10	8.38	12.54	977.791242	13.2	0.114094	3.006272	913.80625
"1996"	148	9.31	8	10.51	314.765645	14.4	0.114415	3.124091	909.68125
"1996"	149	5.53	3.21	8.19	455.805728	14.9	0.160097	8.623731	914.183333
"1996"	150	8.09	3.74	12.88	2673.485018	0	0.301811	4.480912	921.398958
"1996"	151	13.22	5.67	19.61	2760.49635	0	0.343736	2.167202	920.297917
"1996"	152	17.83	12.06	22.8	2630.504195	0	0.291101	2.318815	919.11875
"1996"	153	19.44	16.01	23.99	2043.878501	0.2	0.235581	2.732764	916.275
"1996"	154	18.99	14.83	24.22	2100.76625	0	0.170208	3.061571	912.0625
"1996"	155	16.1	14.5	17.86	1230.096886	0	0.133345	3.433541	915.391667
"1996"	156	13.35	12.5	14.35	483.164794	0	0.117609	2.55039	923.416667
"1996"	157	15.07	11.13	19.05	2486.028309	0	0.198968	2.269366	924.658333
"1996"	158	18.75	12.98	23.94	2625.396061	0	0.225779	2.814693	921.3875
"1996"	159	21.34	16.63	25.84	2571.327963	0	0.312738	2.638171	920.660417
"1996"	160	22.15	17.67	25.79	2586.039991	0	0.323904	2.971841	918.847917
"1996"	161	20.25	14.78	23.8	2211.785335	1	0.227347	3.424753	919.827083
"1996"	162	19.64	14.45	24.37	2365.623677	0.6	0.266637	2.712499	920.945833
"1996"	163	20.02	15.73	23.84	2514.26538	0	0.228075	2.865166	922.579167
"1996"	164	20.29	16.06	25.32	2188.25725	0.2	0.216462	2.70568	922.435417
"1996"	165	13.67	11.27	16.16	527.122325	0.2	0.161562	2.935896	923.264583
"1996"	166	12.14	8.75	15.68	2493.341193	0	0.287769	2.894268	923.914583
"1996"	167	12.08	8.42	15.59	2251.643586	0	0.270967	3.07139	922.2625
"1996"	168	13.11	9.56	16.82	2064.72457	0	0.291759	2.6501	919.427083
"1996"	169	14.93	9.51	19.38	2613.938907	0	0.313121	2.780041	917.735417
"1996"	170	18.49	13.17	22.42	2485.71549	0	0.361443	2.785362	912.383333
"1996"	171	15.03	12.31	19	1207.320211	6.8	0.185547	2.41018	909.166667
"1996"	172	14.09	10.98	19.19	1770.591881	1.4	0.215986	3.25236	908.114583
"1996"	173	13.452504	12.33	17.29	859.499789	8.662705	0.187279	2.429396	904.102101
"1996"	174	8.682218	5.17	13.4	257.041883	33.39509	0.086013	4.456196	902.774829
"1996"	175	5.799786	4.9	7.14	376.322757	12.302496	0.067753	2.892703	911.187852
"1996"	176	7.825777	5.98	10.54	1001.99811	5.332295	0.09838	2.794985	915.619059
"1996"	177	9.686004	7.68	12.87	972.436355	3.776284	0.129516	2.071869	914.522675
"1996"	178	9.547868	8.66	12.33	672.069539	2.074681	0.1066	2.359106	914.260435
"1996"	179	11.048943	8.66	13.22	1091.39415	12.41169	0.16349	2.468445	916.120705
"1996"	180	13.038097	10.72	15.91	909.33897	2.393163	0.142247	3.674449	915.493648
"1996"	181	15.174596	9.91	20.2	1607.319468	34.104849	0.228091	3.029509	914.522675
"1996"	182	8.75589	6.87	10.81	746.668547	3.394106	0.160216	2.177645	910.424932
"1996"	183	10.5977	9.2	12.51	573.368816	4.72263	0.121223	1.954607	906.693939
"1996"	184	10.947643	8.48	13.76	541.351658	7.070296	0.183641	2.032782	907.822643
"1996"	185	12.605272	8.66	15.73	1651.74287	0.109194	0.221471	2.355201	910.905676
"1996"	186	18.664825	15.1	21.37	2305.138426	0	0.358893	2.521373	912.912261
"1996"	187	19.244995	15.55	24.94	2361.169194	0	0.309861	3.050288	908.627367
"1996"	188	13.33	11.51	15.68	536.935304	2.8	0.149752	2.592185	908.395833
"1996"	189	15.64	11.03	20.66	2198.784441	0.2	0.22951	2.722223	906.05625
"1996"	190	12.56	6.1	20.09	424.908138	42	0.189763	5.453021	901.76875
"1996"	191	8.91	6.9	10.56	745.076095	8.5	0.226012	7.150414	916.364583
"1996"	192	9.02	7.9	10.03	443.481376	8.5	0.121761	2.787198	917.50625
"1996"	193	11.54	10.03	13.78	995.667877	3.8	0.159269	4.105614	918.472917
"1996"	194	12.51	10.18	15.68	888.989862	20.3	0.141563	4.380329	917.3875
"1996"	195	16.81	11.7	21.61	2310.714891	0	0.239378	2.361406	920.85625
"1996"	196	19.42	15.49	23.04	2262.635759	0	0.251355	2.428754	923.689583
"1996"	197	19.49	17.11	21.76	1234.504915	0	0.212546	2.4081	921.183333
"1996"	198	14.14	11.51	17.53	1115.908484	1.1	0.189744	4.256554	921.483333
"1996"	199	13.01	9.42	16.73	2301.024667	0	0.251032	2.604297	921.114583
"1996"	200	14.25	11.13	17.39	2315.606501	0	0.288014	4.341641	918.26875
"1996"	201	12.01	9.42	15.54	1993.560016	0	0.25895	4.191454	921.202083
"1996"	202	11.63	8.14	15.02	2173.392707	0	0.264876	2.79941	921.7875
"1996"	203	12.48	8.42	16.01	2253.789943	0	0.277381	2.467405	921.866667
"1996"	204	14.02	9.37	18.34	2618.175822	0	0.283446	2.024908	921.65
"1996"	205	18.07	11.65	23.27	2564.085404	0	0.308658	2.549299	917.15625
"1996"	206	16.59	14.12	20.24	1696.789949	20.6	0.187438	2.960176	912.85
"1996"	207	13.19	11.55	15.82	1112.854482	3.7	0.204207	5.035488	915.625
"1996"	208	13.67	11.36	17.67	1579.499187	5.1	0.17529	4.552456	919.341667
"1996"	209	18.05	11.74	23.23	2298.807633	0	0.233338	2.534478	917.179167
"1996"	210	17.02	14.35	20.95	1287.936918	7.7	0.157315	2.088009	917.208333
"1996"	211	17.3	15.44	20.71	1413.746149	3	0.153716	1.853351	916.252083
"1996"	212	15.67	12.22	18.72	1537.959562	6.9	0.164134	3.377365	913.98125
"1996"	213	16.27	13.97	19.76	1637.949276	0	0.214356	3.245084	917.1625
"1996"	214	18.96	13.74	23.75	2430.64303	0	0.244227	2.05606	917.458333
"1996"	215	18.42	13.78	22.61	1592.30293	23.6	0.204566	2.532469	918.823958
"1996"	216	13.39	11.08	14.87	129.577655	36.7	0.109684	3.030309	919.789583
"1996"	217	10.8	8.99	12.36	510.256501	4.6	0.123195	2.34099	920.314583
"1996"	218	11.79	6.95	16.73	2459.661622	0	0.187726	2.194202	916.339583
"1996"	219	11.8	9.37	15.97	1039.32782	0	0.121861	1.555383	915.214583
"1996"	220	14.3	11.32	18.53	1492.659162	1	0.135355	2.041031	916.4625
"1996"	221	14.71	12.12	17.53	1294.896768	4	0.143278	2.037532	916.079167
"1996"	222	16.07	11.84	20.57	2242.448104	0	0.207745	2.065223	916.264583
"1996"	223	17.8	13.69	21.52	2174.34499	0	0.204554	2.516367	913.241667
"1996"	224	16.5	14.97	17.91	772.443072	0.5	0.156997	2.537504	910.075
"1996"	225	13.59	10.51	16.87	447.000359	14.3	0.139062	2.541121	909.075
"1996"	226	12.67	9.65	17.34	1530.683525	11	0.158503	2.068741	912.410417
"1996"	227	12.79	9.46	16.35	981.104643	0.2	0.154377	2.37886	913.1625
"1996"	228	13.59	12.07	14.78	630.400392	3.2	0.137761	2.272147	915.402083
"1996"	229	12.79	11.93	13.93	464.189811	12.2	0.120524	4.587806	917.539583
"1996"	230	13.14	12.55	14.64	372.383779	25.2	0.11592	4.149781	919.258333
"1996"	231	13.67	12.41	16.25	848.283484	0.5	0.13654	2.190858	920.08125
"1996"	232	15.4	11.88	19.34	1780.613172	0	0.181045	1.879549	918.735417
"1996"	233	17.11	12.31	22.66	2131.797284	0	0.268362	2.866045	916.20625
"1996"	234	17.34	14.12	20.81	1945.551562	5.1	0.239543	2.732449	913.941667
"1996"	235	16.36	13.74	20.9	1392.598771	2.9	0.156599	1.930833	911.235417
"1996"	236	16.01	14.07	19	1265.305318	3.7	0.161522	2.297996	912.735417
"1996"	237	17.11	13.5	21.52	2099.784208	0.3	0.195102	2.475975	911.539583
"1996"	238	12.83	10.79	15.21	926.783594	2.4	0.153295	2.407886	914.052083
"1996"	239	15.22	10.84	20.14	1974.67431	2	0.195109	2.310491	914.295833
"1996"	240	15.07	13.26	17.25	887.24525	0	0.13373	2.073401	914.74375
"1996"	241	12.65	10.13	16.49	278.468589	18.9	0.138218	2.634344	912.195833
"1996"	242	12.69	9.04	16.54	1859.563384	2.8	0.149557	2.052692	914.23125
"1996"	243	12.95	11.32	15.73	1125.386675	0	0.187431	2.732056	916.883333
"1996"	244	12.21	11.55	13.31	516.044596	0	0.161814	2.463923	919.1375
"1996"	245	10.91	9.87	12.68	568.003695	2.2	0.122197	3.362381	919.00625
"1996"	246	8.79	8.37	9.97	173.558057	20.3	0.094909	3.821488	918.66875
"1996"	247	10.06	8.52	11.93	331.178902	4.1	0.100636	1.952359	916.6625
"1996"	248	12.68	11.08	15.44	692.599516	2.2	0.121175	1.933613	914.258333
"1996"	249	9.99	6.97	12.23	627.85473	39.3	0.129927	3.520562	911.670833
"1996"	250	6.17	4.61	8.42	638.99035	23.9	0.14526	5.666583	911.5
"1996"	251	4.75	1.45	7.62	325.182499	20	0.117764	8.369581	913.6125
"1996"	252	6.82	5.76	8.07	641.117729	1.2	0.181738	5.271103	916.058333
"1996"	253	6.92	5.66	8.72	666.209889	1.4	0.136197	2.663711	915.679167
"1996"	254	8.06	5.96	10.17	629.241812	1.7	0.189154	3.140851	914.558333
"1996"	255	9.23	7.97	11.28	571.744141	2	0.178677	2.564815	912.272917
"1996"	256	10.56	8.62	13.78	1160.720256	2.9	0.178777	2.606681	903.95625
"1996"	257	5.08	3.11	8.37	630.102894	23.5	0.123331	4.730126	902.220833
"1996"	258	5.52	2.7	7.07	135.031461	97.3	0.102603	5.839223	909.964583
"1996"	259	6.48	4.81	7.77	297.36293	16.8	0.113026	4.575551	916.745833
"1996"	260	6.62	5.11	8.22	948.079785	4.9	0.166454	3.892212	917.722917
"1996"	261	6.23	4.26	8.02	770.517686	0	0.166921	2.052117	913.8375
"1996"	262	7.11	3.41	12.43	1674.634187	0	0.169216	2.636494	911.172917
"1996"	263	10.37	7.57	15.09	1721.058579	0	0.292333	4.199397	909.145833
"1996"	264	10.89	8.27	16.04	1423.743757	0	0.176681	2.619506	904.2875
"1996"	265	10.43	7.42	14.29	1560.246666	4.6	0.127014	2.00109	902.995833
"1996"	266	10.2	9.32	11.28	499.101559	0.2	0.100717	1.732347	903.214583
"1996"	267	8.63	7.37	9.77	187.413293	21.5	0.105533	3.034122	901.7125
"1996"	268	7.35	6.77	8.32	164.857623	27.8	0.125016	5.503211	906.060417
"1996"	269	6.82	5.51	9.27	632.343266	3.9	0.131781	2.104773	909.860417
"1996"	270	8.16	6.46	9.52	479.105757	1.5	0.189841	3.675384	914.914583
"1996"	271	10.71	6.87	14.89	1668.57934	1.3	0.220903	2.598766	914.80625
"1996"	272	9.49	8.72	10.88	430.600741	27	0.142869	5.587575	919.835417
"1996"	273	10.52	6.21	13.73	1114.155597	0	0.21384	1.64533	922.2875
"1996"	274	16.05	12.28	21.26	1650.952487	0	0.384733	2.055906	917.1875
"1996"	275	18.82	15.36	25.45	1609.343919	0	0.381433	3.286208	906.36875
"1996"	276	7.15	4.34	14.52	345.451042	20	0.135309	4.595484	912.64375
"1996"	277	6	4.62	9.15	646.740087	1.7	0.121811	2.775828	921.702083
"1996"	278	7.59	2.89	12.95	1593.174282	0	0.200321	1.831775	917.847917
"1996"	279	6.92	5.93	8.24	260.994883	16	0.153703	2.237098	911.572917
"1996"	280	6.44	4.76	8.21	554.87317	6.1	0.107268	2.403663	915.897917
"1996"	281	10.58	6.39	16.11	1329.858558	0	0.182221	4.194143	916.08125
"1996"	282	13.04	9.32	17.87	1420.661786	0	0.259338	5.13238	913.595833
"1996"	283	9.69	9.01	10.12	181.327275	0	0.125597	2.043332	915.220833
"1996"	284	9.31	8.04	11.22	402.862995	5.6	0.110604	2.547234	917.95
"1996"	285	9.78	7.73	14.23	1322.214021	1	0.163125	3.241949	918.54375
"1996"	286	10.24	6.57	15.73	1282.841928	0	0.25632	1.920479	916.120833
"1996"	287	11.76	7.35	17.83	1363.962855	0	0.284699	3.111208	913.6375
"1996"	288	13.74	8.57	20.26	1226.602761	0	0.336955	3.150694	911.6
"1996"	289	16.22	12.5	19.76	782.553351	0	0.29717	4.056708	908.647917
"1996"	290	13.98	10.08	17.13	542.950498	1.1	0.200453	3.659441	903.6875
"1996"	291	7.78	5.23	9.99	198.767106	5.7	0.098353	2.972105	906.3125
"1996"	292	5.52	4.47	7	404.779973	0	0.136362	2.01716	912.1375
"1996"	293	6.02	3.59	7.32	264.5561	22.7	0.141752	4.691459	914.222917
"1996"	294	6.83	5.79	8.2	432.408623	51.9	0.176032	5.468531	918.502083
"1996"	295	8.12	6.45	10.64	142.301953	105.7	0.111733	6.865837	913.077083
"1996"	296	7.22	5.65	9.92	561.613766	3.3	0.236839	7.55251	919.833333
"1996"	297	5.11	3.12	8.12	782.506596	0.9	0.173524	2.431755	922.825
"1996"	298	3.33	0.99	7.21	1156.216135	0	0.171593	2.782011	922.458333
"1996"	299	2.6	-1.59	7.86	1162.65282	0	0.159143	1.83357	920.4625
"1996"	300	6.67	2.7	9.19	712.642074	0.5	0.181343	2.065	922.270833
"1996"	301	8.87	6.59	12.23	984.085476	0.1	0.201642	1.849647	920.983333
"1996"	302	12.12	8.98	14.52	707.82625	1.3	0.335227	2.977471	913.233333
"1996"	303	10.82	7.79	13.36	347.142035	0.2	0.332415	4.75205	907.729167
"1996"	304	4.82	3.86	7.29	533.837056	1	0.259922	7.626627	919.00625
"1996"	305	5.14	2.81	8.7	888.053416	0	0.284445	2.604562	921.166667
"1996"	306	7.95	6.35	9.24	169.591625	38.5	0.208733	5.415757	918.947917
"1996"	307	8.96	7.4	11.81	760.956171	0	0.209578	4.620333	924.664583
"1996"	308	10.47	6.5	14.39	797.978796	0	0.219996	1.977058	922.120833
"1996"	309	12.86	9.88	16.78	892.635463	0	0.297136	2.486447	915.854167
"1996"	310	11.01	7.96	14.86	718.186506	0	0.318271	4.363781	911.135417
"1996"	311	8	4.24	10.81	815.040685	0	0.302818	2.106249	916.658333
"1996"	312	10.29	7.03	14.63	639.831951	3.9	0.274992	2.916758	912.295833
"1996"	313	5.27	3.48	7.51	326.553996	3	0.190116	4.587708	920.127083
"1996"	314	4.35	2.27	7.51	771.431496	0	0.233383	2.422331	924.842708
"1996"	315	6.164054	2.05	6.2	535.239851	0	0.295958	2.253671	914.522675
"1996"	316	12.1	7.31	13.82	361.624575	0	0.355237	4.668078	905.958333
"1996"	317	15.11	13.02	19.18	714.360342	0	0.368486	6.777478	904.470833
"1996"	318	12.23	6.4	17.48	561.656625	0.5	0.276679	5.135107	905.4625
"1996"	319	2.08	0.03	5.61	100.954565	44.5	0.098181	2.009872	911.854167
"1996"	320	7.443504	0.13	10.13	407.739339	4.697588	0.16622	2.355201	923.93505
"1996"	321	2.23	1.45	10.5	342.281403	0	0.092786	1.895994	916.525
"1996"	322	3.04	1.1	7.34	391.359302	0	0.104888	1.863554	907.741667
