Month	n_days	Rg_f	Ta_f	Tmax	Tmin	VPD_f	Ts_f	Precip	SWC	LAI	ET	Littfall
9	22	18.86897773	9.65625	15.69	5.72	3.95869	-9999	0	20.74125	-9999	-9999	-9999
9	23	19.70182708	9.489792	14.82	6.23	3.112873	-9999	0	19.706979	-9999	-9999	-9999
9	24	15.63891296	7.66	12.25	4.2	2.180183	-9999	4	18.997833	-9999	-9999	-9999
9	25	7.440719962	3.56875	6.05	0.45	0.702055	-9999	34.4	28.091625	-9999	-9999	-9999
9	26	10.14595468	3.697708	6.94	0.82	1.969083	-9999	0	25.911312	-9999	-9999	-9999
9	27	4.385966918	2.096667	4.01	0.48	0.986681	-9999	9.2	24.294417	-9999	-9999	-9999
9	28	7.829911267	2.440208	5.1	-0.2	0.623033	-9999	0	23.633375	-9999	-9999	-9999
9	29	15.01716275	3.54625	8.7	0.05	2.628183	-9999	0	22.723312	-9999	-9999	-9999
9	30	13.51099492	4.309167	9.16	0.52	2.527053	-9999	0.2	21.661854	-9999	-9999	-9999
10	1	6.900121469	4.722083	7.75	2.21	1.083925	-9999	1.6	21.116375	-9999	-9999	-9999
10	2	10.70786235	5.372083	8.92	3.23	0.896186	-9999	0	20.956875	-9999	-9999	-9999
10	3	4.013544557	5.346042	7.27	2.59	0.627441	-9999	0.2	20.793792	-9999	-9999	-9999
10	4	5.101181971	7.022292	10.05	5.7	0.683877	-9999	1.2	20.746188	-9999	-9999	-9999
10	5	6.656483318	8.26125	9.61	7.38	0.510604	-9999	12.4	21.328896	-9999	-9999	-9999
10	6	16.20052237	8.195208	12.09	5.15	0.994067	-9999	0.2	21.746396	-9999	-9999	-9999
10	7	13.7171054	9.386667	12.91	7.22	1.395525	-9999	0	21.357042	-9999	-9999	-9999
10	8	5.745220358	8.184167	10.03	6.14	1.001892	-9999	0	21.083438	-9999	-9999	-9999
10	9	5.449972291	5.652292	6.66	3.05	0.47058	-9999	0.2	20.988	-9999	-9999	-9999
10	10	8.718243322	4.685	8.27	2.77	0.892181	-9999	0.2	20.8955	-9999	-9999	-9999
10	11	17.25875355	4.014167	9.09	0.9	1.858622	-9999	0	20.552979	-9999	-9999	-9999
10	12	16.11583543	3.648125	9.28	0.14	2.37303	-9999	0	19.927417	-9999	-9999	-9999
10	13	9.239960477	3.848542	8.62	0.97	2.284896	-9999	0	19.393937	-9999	-9999	-9999
10	14	15.51678336	4.382292	10.42	1.04	2.773705	-9999	0	18.85625	-9999	-9999	-9999
10	15	15.79885646	4.384375	10.5	0.99	3.570998	-9999	0	18.225021	-9999	-9999	-9999
10	16	2.433894826	1.673542	3.22	-0.37	0.368017	-9999	1.2	18.028917	-9999	-9999	-9999
10	17	4.850092771	-0.363542	0.56	-0.94	0.571653	-9999	9	18.159854	-9999	-9999	-9999
10	18	12.10513265	-0.552292	1.89	-2.48	0.968299	-9999	-9999	18.235229	-9999	-9999	-9999
10	19	13.87548593	0.6875	6.14	-2.56	2.695644	-9999	0	18.214333	-9999	-9999	-9999
10	20	9.939043094	-0.634167	2.44	-3.41	2.234237	-9999	0.2	18.147896	-9999	-9999	-9999
10	21	14.86644555	-1.687917	2.08	-4.92	2.609296	-9999	0	18.162292	-9999	-9999	-9999
10	22	11.4490368	-0.396042	2.99	-3.41	1.989698	-9999	0	18.183083	-9999	-9999	-9999
10	23	1.282756867	0.832917	1.41	0.2	0.925206	-9999	0	18.219708	-9999	-9999	-9999
10	24	0.868623869	1.063333	1.89	-0.02	0.28811	-9999	1.8	18.268729	-9999	-9999	-9999
10	25	0.66343968	-2.10625	0.03	-3.73	0.371768	-9999	-9999	18.306479	-9999	-9999	-9999
10	26	12.19341298	-4.279167	-0.27	-6.49	0.783707	-9999	-9999	18.372458	-9999	-9999	-9999
10	27	12.82618282	-2.186458	1.8	-6.23	0.904512	-9999	10.2	18.589542	-9999	-9999	-9999
10	28	10.76627523	2.001042	4.96	-1.46	1.595235	-9999	0	20.243	-9999	-9999	-9999
10	29	12.53385412	2.423958	7.09	0.14	2.279789	-9999	0	22.979375	-9999	-9999	-9999
10	30	10.49940429	1.727292	4.93	-0.07	1.669802	-9999	0	24.154792	-9999	-9999	-9999
10	31	2.219505494	1.245625	2.88	-0.17	0.436502	-9999	2.2	25.281542	-9999	-9999	-9999
11	1	2.609357933	3.424375	4.8	2.61	0.300794	-9999	0	28.382917	-9999	-9999	-9999
11	2	2.218171133	3.624167	5.38	1.98	0.561878	-9999	0.2	26.831125	-9999	-9999	-9999
11	3	9.58239936	3.608125	7.01	1.62	0.777536	-9999	0	25.558958	-9999	-9999	-9999
11	4	10.61803598	4.954792	9.96	1.1	2.569221	-9999	0	24.519021	-9999	-9999	-9999
11	5	11.66348696	6.355625	13.13	3.9	3.8576	-9999	0	23.527625	-9999	-9999	-9999
11	6	11.44143904	4.58625	10.47	1.31	3.27558	-9999	0	22.744375	-9999	-9999	-9999
11	7	0.821651558	2.300208	2.92	1.72	0.293205	-9999	3.6	23.790167	-9999	-9999	-9999
11	8	1.545524669	-0.492917	1.84	-3.28	0.239816	-9999	3.2	29.878417	-9999	-9999	-9999
11	9	3.524635469	-1.988125	-0.4	-3.6	0.27153	-9999	0.8	27.740521	-9999	-9999	-9999
11	10	3.403966464	-0.900208	-0.06	-1.9	0.242669	-9999	-9999	26.682	-9999	-9999	-9999
11	11	5.522212454	-0.884583	0.16	-2.96	0.241401	-9999	0	28.081312	-9999	-9999	-9999
11	12	9.783127469	-0.353125	3.4	-2.59	0.298794	-9999	0	27.59825	-9999	-9999	-9999
11	13	8.64496584	2.922917	5.76	1.08	0.561324	-9999	0	27.483917	-9999	-9999	-9999
11	14	1.084419878	3.1025	4.03	2.13	0.276565	-9999	-9999	28.001167	-9999	-9999	-9999
11	15	1.324949443	3.859167	4.52	3.27	0.250769	-9999	-9999	27.450271	-9999	-9999	-9999
11	16	0.83397384	1.828958	3.81	-0.13	0.207718	-9999	21	33.494187	-9999	-9999	-9999
11	17	2.556033494	0.408542	0.97	-0.1	0.179951	-9999	0.6	30.775458	-9999	-9999	-9999
11	18	3.842158666	0.5075	1.42	-0.13	0.172839	-9999	0.2	29.671208	-9999	-9999	-9999
11	19	2.487436214	-0.482708	0.02	-1.24	0.17576	-9999	4	28.01325	-9999	-9999	-9999
11	20	2.751528269	-1.434375	-0.71	-2.37	0.21631	-9999	0	27.103917	-9999	-9999	-9999
11	21	1.585988294	-0.515208	0.18	-1.45	0.193987	-9999	1.6	26.455521	-9999	-9999	-9999
11	22	2.876477184	-0.940417	0.03	-2.02	0.188008	-9999	7	25.984104	-9999	-9999	-9999
11	23	6.194078986	-3.563333	-0.64	-6.43	0.271001	-9999	0	25.680229	-9999	-9999	-9999
11	24	7.471801843	-6.917292	-3.75	-8.89	0.324755	-9999	0	25.410583	-9999	-9999	-9999
11	25	7.788162787	-7.063542	-4.11	-9.52	0.345552	-9999	0	25.107438	-9999	-9999	-9999
11	26	1.254584506	-7.799167	-6.59	-10.01	0.359489	-9999	0.8	24.829479	-9999	-9999	-9999
11	27	8.681653267	-9.632083	-5.79	-13	0.375303	-9999	0	24.582146	-9999	-9999	-9999
11	28	1.782696989	-5.52375	-4.36	-7.84	0.345565	-9999	0	24.382437	-9999	-9999	-9999
11	29	4.33911168	-6.52625	-4.4	-10.13	0.354317	-9999	1.6	24.188813	-9999	-9999	-9999
11	30	4.579086643	-7.86625	-4.8	-10.85	0.518547	-9999	1.2	24.020812	-9999	-9999	-9999
12	1	0.806178787	-4.875417	-2.95	-7	0.35997	-9999	9	23.874313	-9999	-9999	-9999
12	2	1.906362346	-4.907917	-4.28	-5.5	0.373959	-9999	1	23.733688	-9999	-9999	-9999
12	3	2.717434224	-6.149167	-5.2	-7.9	0.443004	-9999	0.4	23.616625	-9999	-9999	-9999
12	4	4.60668168	-7.441875	-5.7	-8.4	0.524849	-9999	0	23.517688	-9999	-9999	-9999
12	5	3.650724864	-6.948958	-5.8	-8.65	0.573002	-9999	0	23.421771	-9999	-9999	-9999
12	6	1.711388909	-3.080625	-0.75	-6	0.317136	-9999	0	23.341792	-9999	-9999	-9999
12	7	1.157129107	0.113125	0.95	-0.9	0.225419	-9999	0	27.745563	-9999	-9999	-9999
12	8	0.606474173	1.25875	1.65	0.95	0.201784	-9999	2	36.949458	-9999	-9999	-9999
12	9	7.346282256	-3.898333	1.5	-8.83	0.299944	-9999	0.6	34.025458	-9999	-9999	-9999
12	10	4.90303368	-7.606042	-6.65	-9.35	0.422758	-9999	1	29.104	-9999	-9999	-9999
12	11	6.371343014	-3.130208	-0.15	-7.05	0.534769	-9999	0	27.596542	-9999	-9999	-9999
12	12	7.267137696	-4.197708	-1.65	-7.15	2.126554	-9999	0	26.763167	-9999	-9999	-9999
12	13	7.706516429	-9.742708	-7.1	-13.8	1.373562	-9999	0	26.186333	-9999	-9999	-9999
12	14	7.554636029	-12.820417	-10.95	-14.55	1.061596	-9999	0	25.742042	-9999	-9999	-9999
12	15	6.438214109	-13.328958	-11.38	-14.6	1.014981	-9999	0	25.376792	-9999	-9999	-9999
12	16	7.511674147	-13.894167	-10.9	-15.75	0.926793	-9999	0	24.929562	-9999	-9999	-9999
12	17	2.1731328	-12.94125	-11.25	-15.1	0.597635	-9999	0	24.504958	-9999	-9999	-9999
12	18	7.613400816	-12.156667	-9.95	-13.95	0.98393	-9999	-9999	23.927354	-9999	-9999	-9999
12	19	1.525408243	-10.07125	-6.45	-13.6	0.579783	-9999	0	23.40025	-9999	-9999	-9999
12	20	2.546221306	-5.025833	-3.5	-6.95	0.408719	-9999	0	22.958125	-9999	-9999	-9999
12	21	1.968040282	-3.787083	-1.85	-6.08	0.339059	-9999	0	22.623854	-9999	-9999	-9999
12	22	2.130654067	-0.74625	0.85	-2.25	0.294669	-9999	0.2	22.448104	-9999	-9999	-9999
12	23	0.869284829	0.793125	1.85	-0.25	0.218358	-9999	6.4	24.534146	-9999	-9999	-9999
12	24	2.2318524	0.307292	1.08	-0.75	0.212858	-9999	24.8	33.520688	-9999	-9999	-9999
12	25	1.854158947	-4.495417	-1.15	-7.7	0.346735	-9999	2.8	29.817729	-9999	-9999	-9999
12	26	2.892373229	-10.413333	-7.9	-12.98	0.45982	-9999	-9999	28.273979	-9999	-9999	-9999
12	27	6.791890349	-11.203542	-8.8	-13.6	0.55725	-9999	0	27.448104	-9999	-9999	-9999
12	28	4.491851414	-6.777083	-3.3	-11.85	0.711972	-9999	0	26.810729	-9999	-9999	-9999
12	29	7.191118051	-3.358542	-1.2	-5.2	0.69129	-9999	0	26.310854	-9999	-9999	-9999
12	30	5.688707069	-0.741875	2.6	-4.15	1.174698	-9999	0	25.903292	-9999	-9999	-9999
12	31	7.806177014	0.291667	3.7	-2.3	2.356781	-9999	0	25.530583	-9999	-9999	-9999

