monthly output file at cell level

Monthly summary output from 3D-CMCC version 'f', time 'd', spatial 'u'


Cell 1, 1, Lat = 51.18, Long  = 4.31


Monthly GPP = monthly total gross primary production (gC/m2/month)
Monthly NPP = monthly total net primary production (tDM/m2/month)
Monthly ET = monthly canopy transpiration(mm/month)



-YEAR      MONTH        GPP        NPP         ET
-2010         11    24.6311   0.125106    1.69957
-2010         12    6.48666  0.0329468    1.46761

-YEAR      MONTH        GPP        NPP         ET

-2011          1    17.5077  0.0889247     1.8217
-2011          2    35.4815   0.180217    2.45115
-2011          3    124.053   0.630086    6.82379
-2011          4    167.427    0.85039    8.42424
-2011          5    215.075     1.0924    10.5931
-2011          6    179.251   0.910447    9.67557
-2011          7    174.473   0.886175    8.71483
-2011          8    154.789   0.786201    8.08295
-2011          9    129.063   0.655532    6.69265
-2011         10    92.1507   0.468049    4.53361
-2011         11    49.1024   0.249399     2.6089
-2011         12    18.8936  0.0959637     1.1896
